"EL_DIV","CARRIER_ID","MPA_CARR_REF","RECNO","PREFIX_CTNR","CONTAINERNO","TERMINAL","ORIG_BILLTOID","EL_PB_BILLTOID","INV_DATE","DUE_DATE","ADJTYPE","PPWK_RECVD","TOBEPAID","ADJAMOUNT","EL_PR","EL_PB","EL_PB_BILL_INFO","EL_NBA","EL_DDP","EL_DD","EL_IDC","EL_ID","EL_TPP","SPAID","SETTCHECK","HOLDSETTS"
"MNR","ACTIOGA","511605",1924210,"SEGU","600530","ATL","SAMSDTX","",7/13/2022,8/12/2022,"MR",7/21/2022,7/21/2022,65.32,65.32,0,"",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700308",1906430,"TCKU","734907","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2850,0,2850,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700315",1906438,"TCNU","778796","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2850,0,2850,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700316",1906435,"ONEU","027983","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2850,0,2850,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700304",1903656,"BEAU","530877","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3450,0,3450,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700310",1906432,"GAOU","665069","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3000,0,3000,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700307",1906429,"TCNU","686190","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3000,0,3000,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700306",1906439,"TCLU","545194","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3000,0,3000,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700314",1906437,"TRHU","617227","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2850,0,2850,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700309",1906431,"TCLU","459087","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3000,0,3000,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700313",1906436,"DRYU","608358","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2850,0,2850,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700311",1906433,"NYKU","520796","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3000,0,3000,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700312",1906434,"TEMU","873301","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,2700,0,2700,"N",0,0,0,0,0,0,,"","N"
"PD","APACTX","ADI220700305",1903659,"TRHU","607864","HOU","ONEVA","SAMCA",7/14/2022,8/13/2022,"PD",7/14/2022,7/14/2022,3450,0,3450,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653690008",1921905,"TCKU","634400","MEM","COOPMO","COOPMO",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,2550,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653687397",1916567,"OOLU","679176","CHI","DJSTXIL","DJSTXIL",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653690335",1921914,"FCIU","880222","MEM","COOPMO","COOPMO",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,3000,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683747",1924334,"TCNU","584324","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,525,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599008",1916778,"BMOU","585444","CHI","SAMSDTX","SAMSDTX",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,2425,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599674",1917309,"OOLU","431732","CHI","ACERCA","ACERCA",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599422",1919418,"CCLU","514895","CHI","ACERCA","ACERCA",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653686809",1923366,"OOCU","476076","CHI","ACERCA","ACERCA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599556",1913581,"FSCU","888362","MEM","COOPMO","COOPMO",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,750,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599083",1917312,"CCLU","498064","CHI","ACERCA","ACERCA",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651598928",1917337,"TEMU","325316","CHI","ACERCA","ACERCA",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653682940",1920146,"BEAU","400050","ATL","SAMSDTX","SAMSDTX",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,2550,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653687267",1919320,"BMOU","690417","CHI","ARMADPA","ARMADPA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683334",1924335,"CMAU","709110","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,525,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683794",1924338,"TCLU","186866","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,525,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653682778",1924340,"APHU","671324","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653686781",1924719,"OOLU","432996","CHI","ACERCA","ACERCA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653689792",1917726,"EITU","187670","CHI","DJSTXIL","DJSTXIL",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653686799",1923997,"OOLU","435571","CHI","ACERCA","ACERCA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653690317",1922076,"MSDU","750131","DAL","SAMSDTX","",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,200,0,0,"",200,0,0,0,0,0,,"","N"
"RST","BNSIL","653687595",1923998,"OOLU","795638","CHI","ACERCA","ACERCA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653682416",1920150,"SEKU","451561","ATL","SAMSDTX","SAMSDTX",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,3225,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683184",1919915,"GESU","646559","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","651599608",1917313,"OOLU","165821","CHI","ACERCA","ACERCA",5/27/2022,6/26/2022,"RST",7/22/2022,7/22/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653686903",1926531,"OOLU","785991","CHI","ACERCA","ACERCA",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683543",1924336,"CMAU","450806","MEM","COOPMO","COOPMO",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653690149",1923993,"OOLU","780760","CHI","ACERCA","ACERCA",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653687556",1920887,"TCNU","373170","CHI","DJSTXIL","DJSTXIL",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","BNSIL","653683931",1921391,"CAIU","488034","DAL","MEDSC","",7/18/2022,8/17/2022,"RST",7/19/2022,7/19/2022,400,0,0,"",400,0,0,0,0,0,,"","N"
"PD","CMAVA","NAIM9617958",1915954,"TCNU","580750","ATL","COOPMO","COOPMO",7/21/2022,8/20/2022,"PD",7/21/2022,7/21/2022,1300,0,1300,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755464876",1926821,"OOLU","444597","CHI","ACERCA","ACERCA",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755464398",1921008,"FFAU","183625","MEM","COOPMO","COOPMO",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,750,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755465100",1926822,"OOLU","769977","CHI","ACERCA","ACERCA",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755461911",1917818,"TGHU","606968","MEM","COOPMO","COOPMO",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755462236",1917813,"MRKU","386518","MEM","COOPMO","COOPMO",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755464102",1917810,"CAAU","570274","MEM","COOPMO","COOPMO",7/20/2022,8/19/2022,"RST",7/20/2022,7/20/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755465078",1921006,"NYKU","424174","MEM","COOPMO","COOPMO",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,750,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755465321",1921007,"DFSU","688439","MEM","COOPMO","COOPMO",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,300,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755464646",1926839,"OOCU","481402","CHI","ACERCA","ACERCA",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"RST","CN","755466495",1925978,"FCIU","983934","CHI","PEGASTX","PEGASTX",7/21/2022,8/20/2022,"RST",7/21/2022,7/21/2022,150,0,0,"N",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00213320",1913674,"CCLU","716390","CHI","COOPMO","COOPMO",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,1080,0,1080,"N",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00207959",1915848,"OOCU","894361","SAV","HECNY","",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,3850,3850,0,"",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00217209",1921916,"FCIU","963832","SAV","HECNY","",7/20/2022,8/19/2022,"PD",7/21/2022,7/21/2022,125,125,0,"",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00211925",1922751,"FFAU","244180","MEM","PILLACA","",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,375,375,0,"",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00211927",1917111,"CSNU","648640","MEM","HECNY","",7/6/2022,8/5/2022,"PD",7/15/2022,7/15/2022,2050,2050,0,"",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00207960",1915847,"CSNU","813969","SAV","HECNY","",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,790,790,0,"",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00213319",1912774,"OOCU","832508","CHI","DJSITX","DJSITX",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,2700,0,2700,"N",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00211926",1915318,"TEMU","803563","DAL","PBEXOH","PBEXOH",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,6205,0,6205,"N",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00213321",1913733,"CCLU","768829","CHI","COOPMO","COOPMO",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,3060,0,3060,"N",0,0,0,0,0,0,,"","N"
"PD","COSCNJ","HOU00213321",1913734,"BEAU","468631","CHI","COOPMO","COOPMO",7/6/2022,8/5/2022,"PD",7/6/2022,7/6/2022,1980,0,1080,"N",900,0,0,0,0,0,,"","N"
"RST","CSXGA","VIRTUAL CARD",1924256,"TLLU","519781","ATL","COOPMO","",7/20/2022,8/19/2022,"RST",7/25/2022,7/25/2022,75,75,0,"",0,0,0,0,0,0,,"","N"
"MNR","DIRECT","MR0049866",1916402,"FFAU","349140","CHI","SAMSDTX","",7/15/2022,8/5/2022,"MR",7/15/2022,7/15/2022,432.8,0,0,"",432.8,0,0,0,0,0,,"","N"
"MNR","DORSEY","90012541",1916464,"FFAU","219465","SAV","MEDSC","",7/8/2022,8/7/2022,"MR",7/8/2022,7/8/2022,785.84,785.84,0,"",0,0,0,0,0,0,,"","N"
"MNR","DORSEY","10101411",1918768,"NYKU","514895","SAV","ONEVA","",7/13/2022,8/12/2022,"MR",7/14/2022,7/14/2022,58.3,58.3,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","396855",1914133,"KKFU","761774","CHI","OLUSANY","",5/31/2022,6/30/2022,"MR",5/31/2022,5/31/2022,560,0,0,"",0,0,0,0,560,0,,"","N"
"MNR","DOWNGA","404036",1921383,"TGHU","623784","SAV","HAPAGA","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,282.5,282.5,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","399913",1915302,"KOCU","411981","SAV","HYUNTX","",6/19/2022,7/19/2022,"MR",6/20/2022,6/20/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400563",1920097,"KOCU","456961","SAV","HYUNTX","SACPMR",6/26/2022,7/26/2022,"MR",6/27/2022,6/27/2022,435.65,0,435.65,"Y",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400552",1917396,"CMAU","893436","SAV","SCHECA","",6/26/2022,7/26/2022,"MR",6/27/2022,6/27/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","403818",1917514,"UACU","603507","SAV","DJSITX","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,376,376,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400647",1920642,"HLBU","152662","SAV","HAPAGA","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,370.5,370.5,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","403396",1921296,"GESU","646936","ATL","SAMSDTX","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,283.5,283.5,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","402419",1918462,"CMAU","752463","ATL","SAMSDTX","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","402781",1917519,"TCLU","572208","SAV","DJSITX","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,480,480,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400077",1920229,"HMMU","640396","SAV","HYUNTX","",6/19/2022,7/19/2022,"MR",7/7/2022,7/7/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","401060",1920083,"DRYU","421074","SAV","HAPAGA","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,425.99,425.99,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","399317",1917748,"HLBU","210151","SAV","HAPAGA","",6/13/2022,7/13/2022,"MR",6/14/2022,6/14/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","403047",1917509,"TGBU","994917","SAV","DJSITX","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,428.62,428.62,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","398992",1917391,"TRHU","483018","SAV","MAENC","",6/13/2022,7/13/2022,"MR",6/14/2022,6/14/2022,231,231,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400562",1914075,"MRKU","632405","SAV","MAENC","",6/26/2022,7/26/2022,"MR",6/27/2022,6/27/2022,307.94,307.94,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","402478",1918830,"TEMU","827060","ATL","QUARTNY","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,1050,1050,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","402807",1918034,"CMAU","776345","ATL","SAMSDTX","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400657",1917437,"KKFU","775369","SAV","DJSITX","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,401.97,401.97,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","404087",1918767,"TLLU","561987","SAV","ONEVA","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,294.23,294.23,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","404449",1919631,"JXLU","675404","SAV","SCHECA","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,370,370,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","399472",1917432,"CLKU","500469","SAV","HYUNTX","SACPMR",6/14/2022,7/14/2022,"MR",6/15/2022,6/15/2022,343.5,0,343.5,"Y",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","400282",1917352,"CAIU","993616","ATL","QUARTCA","",6/19/2022,7/19/2022,"MR",6/20/2022,6/20/2022,185,185,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","401363",1916890,"KKTU","800268","MEM","DJSITX","",7/9/2022,8/8/2022,"MR",7/11/2022,7/11/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","399374",1914892,"CBHU","869303","MEM","HECNY","",7/22/2022,8/21/2022,"MR",7/22/2022,7/22/2022,490,490,0,"",0,0,0,0,0,0,,"","N"
"MNR","DOWNGA","399288",1917747,"FSCU","723583","SAV","HAPAGA","",6/13/2022,7/13/2022,"MR",6/14/2022,6/14/2022,475,475,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207021971",1919347,"TCLU","495635","CHI","ARMADPA","",7/20/2022,8/19/2022,"PD",7/20/2022,7/20/2022,80,80,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002282",1921451,"FSCU","829764","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,60,60,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002008",1921453,"CAAU","507370","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,40,40,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002691",1912850,"EITU","922001","CHI","ARMADPA","ARMADPA",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,550,0,550,"N",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207018546",1925213,"HMCU","902887","MEM","EVERSC","",7/18/2022,8/17/2022,"PD",7/19/2022,7/19/2022,380,380,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207001903",1921454,"BMOU","489683","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,100,100,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2205002126",1909027,"TGBU","701990","CHI","ARMADPA","",5/2/2022,6/1/2022,"PD",5/3/2022,5/3/2022,110,0,0,"",0,0,0,0,0,110,,"TPP","N"
"PD","EVERTX","PF2207003862",1921104,"EISU","933835","SAV","HECNY","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,1670,1670,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2205002203",1907315,"EITU","922408","CHI","ARMADPA","",5/2/2022,6/1/2022,"PD",5/3/2022,5/3/2022,820,0,0,"",0,0,0,0,0,820,,"TPP","N"
"PD","EVERTX","PF2207002040",1921447,"EISU","176185","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,40,40,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2205002159",1907314,"EGHU","845608","CHI","ARMADPA","",5/2/2022,6/1/2022,"PD",5/3/2022,5/3/2022,330,0,0,"",0,0,0,0,0,330,,"TPP","N"
"PD","EVERTX","PF2207022284",1919277,"TGBU","448452","CHI","ARMADPA","",7/20/2022,8/19/2022,"PD",7/20/2022,7/20/2022,20,20,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002679",1916438,"TXGU","562071","CHI","ARMADPA","ARMADPA",7/1/2022,7/31/2022,"PD",7/22/2022,7/22/2022,60,0,60,"N",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207021729",1917509,"TGBU","994917","SAV","DJSITX","",7/18/2022,8/17/2022,"PD",7/19/2022,7/19/2022,1310,1310,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002334",1921452,"EITU","935096","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,60,60,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002594",1917725,"EISU","937016","CHI","DJSTXIL","DJSTXIL",7/1/2022,7/31/2022,"PD",7/12/2022,7/12/2022,260,0,260,"N",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207001904",1921449,"TLLU","579264","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,100,100,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207018172",1925214,"TRHU","708578","MEM","EVERSC","",7/18/2022,8/17/2022,"PD",7/19/2022,7/19/2022,380,380,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207002276",1921448,"EISU","836018","MEM","EVERSC","",7/1/2022,7/31/2022,"PD",7/7/2022,7/7/2022,60,60,0,"",0,0,0,0,0,0,,"","N"
"PD","EVERTX","PF2207018407",1925212,"TEMU","889525","MEM","EVERSC","",7/18/2022,8/17/2022,"PD",7/19/2022,7/19/2022,380,380,0,"",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232765",1916748,"SEGU","562816","CHI","SAMSDTX","",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,1600,0,0,"",1600,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121181991",1917515,"TGBU","585789","SAV","DJSITX","",6/27/2022,7/27/2022,"PD",6/27/2022,6/27/2022,1170,1170,0,"",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232826",1916775,"KKFU","780845","CHI","SAMSDTX","",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,600,0,0,"",600,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121288257",1923631,"TCLU","509422","CHI","DJSITX","",7/22/2022,8/21/2022,"PD",7/22/2022,7/22/2022,640,640,0,"",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232824",1916774,"HLBU","312025","CHI","SAMSDTX","SAMSDTX",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,5800,0,5800,"N",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121186871",1914941,"FANU","193263","ATL","COOPMO","",6/28/2022,7/28/2022,"PD",6/29/2022,6/29/2022,740,0,0,"",740,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232798",1916745,"HLBU","149532","CHI","SAMSDTX","SAMSDTX",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,6000,0,6000,"N",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232825",1916751,"UACU","521805","CHI","SAMSDTX","SAMSDTX",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,5800,0,5800,"N",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121182001",1917516,"HLBU","202852","SAV","DJSITX","",6/27/2022,7/27/2022,"PD",6/27/2022,6/27/2022,160,0,0,"",160,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121181995",1917519,"TCLU","572208","SAV","DJSITX","",6/27/2022,7/27/2022,"PD",6/27/2022,6/27/2022,480,480,0,"",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121232818",1916773,"HLBU","171587","CHI","SAMSDTX","SAMCA",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,5800,0,5800,"N",0,0,0,0,0,0,,"","N"
"PD","HAPAGA","2121195286",1917514,"UACU","603507","SAV","DJSITX","",6/30/2022,7/30/2022,"PD",6/30/2022,6/30/2022,160,160,0,"",0,0,0,0,0,0,,"","N"
"PD","HYUNSTX","UST2271208D01",1912846,"TGBU","633542","CHI","ARMADPA","ARMADPA",7/18/2022,8/17/2022,"PD",7/19/2022,7/19/2022,1225,0,1225,"N",0,0,0,0,0,0,,"","N"
"PD","HYUNSTX","UST2271540D01",1920496,"TGBU","622573","SAV","HYUNTX","",7/19/2022,8/18/2022,"PD",7/21/2022,7/21/2022,160,0,0,"",0,0,0,0,160,0,,"","N"
"MNR","INTERST","44539085",1719113,"OOLU","730736","SAV","QUARTCA","",5/2/2017,6/1/2017,"MR",8/30/2018,8/30/2018,159.34,0,0,"",159.34,0,0,0,0,0,,"","N"
"MNR","INTERST","44539100",1721032,"CRLU","132174","SAV","MEDSC","",5/5/2017,6/4/2017,"MR",8/30/2018,8/30/2018,178.13,0,0,"",178.13,0,0,0,0,0,,"","N"
"MNR","INTERST","44538451",1718643,"NYKU","474287","SAV","SUMIGL","",4/27/2017,5/27/2017,"MR",8/30/2018,8/30/2018,127.04,0,0,"",127.04,0,0,0,0,0,,"","N"
"MNR","INTERST","44538220",1714950,"TGHU","960336","SAV","MSDLNCA","",4/2/2017,5/2/2017,"MR",8/30/2018,8/30/2018,75,0,0,"",75,0,0,0,0,0,,"","N"
"MNR","INTERST","44540089",1729439,"GCNU","476934","SAV","SHLACA","",7/3/2017,8/2/2017,"MR",8/30/2018,8/30/2018,86.01,0,0,"",86.01,0,0,0,0,0,,"","N"
"MNR","INTERST","44539034",1722857,"CBHU","626960","SAV","MSDLNCA","",5/29/2017,6/28/2017,"MR",8/30/2018,8/30/2018,115,0,0,"",115,0,0,0,0,0,,"","N"
"MNR","INTERST","44539465",1726396,"CLHU","910662","SAV","TPEXIL","",6/20/2017,7/20/2017,"MR",8/30/2018,8/30/2018,297.33,0,0,"",297.33,0,0,0,0,0,,"","N"
