Div ,Carrier ID ,Carrier Ref ,Term,RecNo ,SStat ,MStat,Adj Date ,Adj Code,  -  Desc ,Adj Amt,Deduct Amt,Sett Amt,ToBe Paid ,B ,Bill Amt ,Billed To ,SPaid ,Check #,Recog
CHZ,FLEMA,15Z14057893,CHI,1900922,99,PR,1/29/2022,CR,CHASSIS RENTAL,$736.25 ,$616.50 ,$736.25 ,3/1/2022,Y,"$3,147.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1900922,99,PR,2/15/2022,CR,CHASSIS RENTAL,$55.25 ,$616.50 ,$55.25 ,3/7/2022,Y,"$3,147.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
PD,MSCSC,100001378803P,CHI,1900922,99,PR,1/28/2022,PD,PER DIEM CHARGES,"$3,860.00 ",$616.50 ,"$3,860.00 ",1/31/2022,Y,"$3,147.50 ",DJSTXIL,03/03/2022,ACH,1/31/2022
RST,CN,755113808,CHI,1901088,88,PR,12/4/2021,RST,RAIL/PORT STORAGE,$450.00 ,$891.77 ,$450.00 ,12/6/2021,Y,"$1,802.50 ",DJSTXIL,12/14/2021,221183,12/6/2021
PD,COSCNJ,HOU00039919,CHI,1901088,88,PR,12/19/2021,PD,PER DIEM CHARGES,$180.00 ,$891.77 ,$180.00 ,12/22/2021,Y,"$1,802.50 ",DJSTXIL,01/26/2022,ACH,12/22/2021
CHZ,DIRECT,DZZZ2173510,CHI,1901088,88,PR,12/23/2021,CR,CHASSIS RENTAL,$234.00 ,$891.77 ,$234.00 ,12/27/2021,Y,"$1,802.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
RST,CN,755109134,CHI,1901089,99,PR,12/2/2021,RST,RAIL/PORT STORAGE,$300.00 ,$938.77 ,$300.00 ,12/2/2021,Y,"$1,723.75 ",DJSTXIL,12/14/2021,221183,12/2/2021
PD,COSCNJ,HOU00039919,CHI,1901089,99,PR,12/19/2021,PD,PER DIEM CHARGES,$720.00 ,$938.77 ,$720.00 ,12/22/2021,Y,"$1,723.75 ",DJSTXIL,01/26/2022,ACH,12/22/2021
CHZ,DIRECT,DZZZ2173510,CHI,1901089,99,PR,12/23/2021,CR,CHASSIS RENTAL,$252.00 ,$938.77 ,$252.00 ,12/27/2021,Y,"$1,723.75 ",DJSTXIL,01/11/2022,221361,12/27/2021
PD,COSCNJ,HOU00039919,CHI,1901090,99,PR,12/19/2021,PD,PER DIEM CHARGES,"$1,440.00 ","$1,096.77 ","$1,440.00 ",12/22/2021,Y,"$3,152.50 ",DJSTXIL,01/26/2022,ACH,12/22/2021
RST,CN,755111666,CHI,1901091,99,PR,12/3/2021,RST,RAIL/PORT STORAGE,$750.00 ,$891.77 ,$750.00 ,12/3/2021,Y,"$2,127.50 ",DJSTXIL,12/14/2021,221183,12/3/2021
PD,COSCNJ,HOU00042414,CHI,1901091,99,PR,12/26/2021,PD,PER DIEM CHARGES,"$1,440.00 ",$891.77 ,"$1,440.00 ",12/27/2021,Y,"$2,127.50 ",DJSTXIL,02/03/2022,ACH,12/27/2021
CHZ,DIRECT,DZZZ2239959,CHI,1901091,99,PR,3/18/2022,CR,CHASSIS RENTAL,$378.00 ,$891.77 ,$378.00 ,3/24/2022,Y,"$2,127.50 ",DJSTXIL,,,3/24/2022
RST,BNSIL,646603350,CHI,1901092,99,PR,12/3/2021,RST,RAIL/PORT STORAGE,$150.00 ,$966.27 ,$150.00 ,12/3/2021,Y,"$1,187.50 ",DJSTXIL,12/17/2021,221213,12/3/2021
PD,MSCSC,100001325170P,CHI,1901092,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,925.00 ",$966.27 ,"$1,925.00 ",1/7/2022,Y,"$1,187.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
PD,MSCSC,100001325162P,CHI,1901093,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,710.00 ",$643.36 ,"$1,710.00 ",1/7/2022,Y,"$1,012.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,BNSIL,646603570,CHI,1901094,99,PR,12/3/2021,RST,RAIL/PORT STORAGE,$150.00 ,$968.73 ,$150.00 ,12/3/2021,Y,"$1,187.50 ",DJSTXIL,12/17/2021,221213,12/3/2021
CHZ,TRACMO,10125411,CHI,1901095,88,PR,1/14/2022,CR,CHASSIS RENTAL,$77.25 ,$645.82 ,$77.25 ,1/18/2022,Y,"$1,187.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
CHZ,TRACMO,10118241,CHI,1901102,99,PR,12/10/2021,CR,CHASSIS RENTAL,$154.50 ,$820.82 ,$154.50 ,12/14/2021,Y,"$1,567.50 ",DJSTXIL,01/25/2022,221499,12/14/2021
RST,BNSIL,646603983,CHI,1901110,99,PR,12/3/2021,RST,RAIL/PORT STORAGE,$300.00 ,$643.36 ,$300.00 ,12/3/2021,Y,"$1,517.50 ",DJSTXIL,12/17/2021,221213,12/3/2021
CHZ,DIRECT,DZZZ2173510,CHI,1901110,99,PR,12/23/2021,CR,CHASSIS RENTAL,$288.00 ,$643.36 ,$288.00 ,12/27/2021,Y,"$1,517.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
RST,CN,755157867,CHI,1901111,99,PR,1/7/2022,RST,RAIL/PORT STORAGE,"$1,500.00 ",$886.50 ,"$1,500.00 ",1/7/2022,Y,"$3,870.00 ",DJSTXIL,01/11/2022,221372,1/7/2022
CHZ,TRACMO,10133092,CHI,1901111,99,PR,2/10/2022,CR,CHASSIS RENTAL,$109.00 ,$886.50 ,$109.00 ,2/16/2022,Y,"$3,870.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
CHZ,DIRECT,DCZZ2193395,CHI,1901112,99,PR,1/21/2022,CR,CHASSIS RENTAL,$24.75 ,$887.25 ,$24.75 ,3/18/2022,Y,"$2,295.00 ",DJSTXIL,03/18/2022,221819,3/18/2022
CHZ,DIRECT,DCZZ2216569,CHI,1901113,99,PR,2/18/2022,CR,CHASSIS RENTAL,$569.25 ,"$1,023.04 ",$569.25 ,3/18/2022,Y,"$2,461.25 ",DJSTXIL,03/18/2022,221819,3/18/2022
PD,MSCSC,100001468084P,CHI,1901113,99,PR,2/25/2022,PD,PER DIEM CHARGES,"$3,430.00 ","$1,023.04 ","$3,430.00 ",2/28/2022,Y,"$2,461.25 ",DJSTXIL,,,2/28/2022
CHZ,DIRECT,DCZZ2205098,CHI,1901114,99,PR,2/4/2022,CR,CHASSIS RENTAL,$420.75 ,$661.78 ,$420.75 ,3/18/2022,Y,"$1,266.25 ",DJSTXIL,03/18/2022,221819,3/18/2022
PD,MSCSC,100001441334P,CHI,1901114,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$2,570.00 ",$661.78 ,"$2,570.00 ",2/17/2022,Y,"$1,266.25 ",DJSTXIL,,,2/17/2022
RST,CN,755138695,CHI,1901117,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$150.00 ,$616.50 ,$150.00 ,12/27/2021,Y,"$1,502.50 ",DJSTXIL,01/04/2022,221296,12/27/2021
CHZ,DIRECT,DZZZ2178408,CHI,1901117,99,PR,12/30/2021,CR,CHASSIS RENTAL,$18.00 ,$616.50 ,$18.00 ,1/3/2022,Y,"$1,502.50 ",DJSTXIL,01/11/2022,221361,1/3/2022
RST,BNSIL,647662570,CHI,1901166,99,PR,1/10/2022,RST,RAIL/PORT STORAGE,"$2,250.00 ",$618.36 ,"$2,250.00 ",1/10/2022,Y,"$3,387.50 ",DJSTXIL,01/18/2022,221440,1/10/2022
PD,MSCSC,100001426762P,CHI,1901166,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$2,355.00 ",$618.36 ,"$2,355.00 ",2/15/2022,Y,"$3,387.50 ",DJSTXIL,,,2/15/2022
RST,BNSIL,647659595,CHI,1901167,99,PR,1/6/2022,RST,RAIL/PORT STORAGE,$750.00 ,$718.36 ,$750.00 ,1/6/2022,Y,"$1,962.50 ",DJSTXIL,01/11/2022,221371,1/6/2022
YST,DELONG,001276,CHI,1901167,99,PR,2/2/2022,YST,YARD STORAGE CHARGES,$6.02 ,$718.36 ,$6.02 ,2/8/2022,Y,"$1,962.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
PD,MSCSC,100001426761P,CHI,1901167,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$3,430.00 ",$718.36 ,"$3,430.00 ",2/15/2022,Y,"$1,962.50 ",DJSTXIL,,,2/15/2022
CHZ,DIRECT,DZZZ2200080,CHI,1901190,99,PR,1/28/2022,CR,CHASSIS RENTAL,$540.00 ,$593.77 ,$540.00 ,2/1/2022,Y,"$1,327.50 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,ZIM,DCHI1620078295,CHI,1901190,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$4,700.00 ",$593.77 ,"$4,700.00 ",2/14/2022,Y,"$1,327.50 ",DJSTXIL,,,2/14/2022
CHZ,FLEMA,15Z14057893,CHI,1901191,99,PR,1/29/2022,CR,CHASSIS RENTAL,$736.25 ,$989.50 ,$736.25 ,3/1/2022,Y,"$1,452.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1901191,99,PR,2/15/2022,CR,CHASSIS RENTAL,$55.25 ,$989.50 ,$55.25 ,3/7/2022,Y,"$1,452.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
CHZ,FLEMA,15Z14066533,CHI,1901191,99,PR,2/28/2022,CR,CHASSIS RENTAL,$504.00 ,$989.50 ,$504.00 ,3/16/2022,Y,"$1,452.50 ",DJSTXIL,03/23/2022,221852,3/16/2022
PD,ZIM,DCHI1620078293,CHI,1901191,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$5,800.00 ",$989.50 ,"$5,800.00 ",2/14/2022,Y,"$1,452.50 ",DJSTXIL,,,2/14/2022
RST,CN,755133653,CHI,1901192,99,PR,12/19/2021,RST,RAIL/PORT STORAGE,$150.00 ,$591.50 ,$150.00 ,12/20/2021,Y,"$1,502.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
CHZ,DIRECT,DZZZ2200080,CHI,1901192,99,PR,1/28/2022,CR,CHASSIS RENTAL,$576.00 ,$591.50 ,$576.00 ,2/1/2022,Y,"$1,502.50 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,ZIM,DCHI1620078294,CHI,1901192,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$5,580.00 ",$591.50 ,"$5,580.00 ",2/14/2022,Y,"$1,502.50 ",DJSTXIL,,,2/14/2022
CHZ,DIRECT,DZZZ2194012,CHI,1901193,99,PR,1/21/2022,CR,CHASSIS RENTAL,$396.00 ,$889.50 ,$396.00 ,1/25/2022,Y,"$1,327.50 ",DJSTXIL,02/09/2022,221571,1/25/2022
PD,ZIM,DCHI1620073630,CHI,1901193,99,PR,1/25/2022,PD,PER DIEM CHARGES,"$3,380.00 ",$889.50 ,"$3,380.00 ",1/25/2022,Y,"$1,327.50 ",DJSTXIL,02/16/2022,ACH,1/25/2022
PD,COSCNJ,HOU00038800,CHI,1901203,99,PR,12/12/2021,PD,PER DIEM CHARGES,$125.00 ,$663.36 ,$125.00 ,12/13/2021,Y,"$1,317.50 ",DJSTXIL,01/26/2022,ACH,12/13/2021
CHZ,DIRECT,DZZZ2163496,CHI,1901204,88,PR,12/10/2021,CR,CHASSIS RENTAL,$36.00 ,$700.82 ,$36.00 ,12/13/2021,Y,"$1,287.50 ",DJSTXIL,12/28/2021,221276,12/13/2021
CHZ,DIRECT,DZZZ2178408,CHI,1901211,88,PR,12/30/2021,CR,CHASSIS RENTAL,$360.00 ,$643.36 ,$360.00 ,1/3/2022,Y,"$1,192.50 ",DJSTXIL,01/11/2022,221361,1/3/2022
PD,YANGTX,DT0297156,CHI,1901211,88,PR,1/2/2022,PD,PER DIEM CHARGES,"$2,745.00 ",$643.36 ,"$2,745.00 ",1/4/2022,Y,"$1,192.50 ",DJSTXIL,01/25/2022,221504,1/4/2022
YST,DELONG,001206,CHI,1901216,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$99.50 ,$718.36 ,$99.50 ,1/6/2022,Y,"$1,442.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,SMLINE,LGT036738,CHI,1901216,99,PR,1/26/2022,PD,PER DIEM CHARGES,"$2,520.00 ",$718.36 ,"$2,520.00 ",1/26/2022,Y,"$1,442.50 ",DJSTXIL,02/09/2022,221569,1/26/2022
CHZ,TRACMO,10125411,CHI,1901216,99,PR,1/14/2022,CR,CHASSIS RENTAL,$669.50 ,$718.36 ,$669.50 ,1/18/2022,Y,"$1,442.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,BNSIL,646615670,CHI,1901218,99,PR,12/9/2021,RST,RAIL/PORT STORAGE,$300.00 ,$715.90 ,$300.00 ,12/9/2021,Y,"$1,717.50 ",DJSTXIL,12/17/2021,221213,12/9/2021
PD,COSCNJ,HOU00042414,CHI,1901218,99,PR,12/26/2021,PD,PER DIEM CHARGES,$360.00 ,$715.90 ,$360.00 ,12/27/2021,Y,"$1,717.50 ",DJSTXIL,02/03/2022,ACH,12/27/2021
YST,DELONG,001206,CHI,1901218,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$59.70 ,$715.90 ,$59.70 ,1/6/2022,Y,"$1,717.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
CHZ,DIRECT,DZZZ2178408,CHI,1901218,99,PR,12/30/2021,CR,CHASSIS RENTAL,$288.00 ,$715.90 ,$288.00 ,1/3/2022,Y,"$1,717.50 ",DJSTXIL,01/11/2022,221361,1/3/2022
RST,CN,755117535,CHI,1901447,88,PR,12/8/2021,RST,RAIL/PORT STORAGE,$450.00 ,$694.25 ,$450.00 ,12/8/2021,Y,"$2,072.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
PD,MSCSC,100001325447P,CHI,1901447,88,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,095.00 ",$694.25 ,"$1,095.00 ",1/7/2022,Y,"$2,072.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755110695,CHI,1901448,99,PR,12/3/2021,RST,RAIL/PORT STORAGE,$450.00 ,"$1,077.25 ",$450.00 ,12/3/2021,Y,"$1,920.00 ",DJSTXIL,12/14/2021,221183,12/3/2021
PD,MSCSC,100001325445P,CHI,1901448,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,495.00 ","$1,077.25 ","$1,495.00 ",1/7/2022,Y,"$1,920.00 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755117280,CHI,1901449,88,PR,12/8/2021,RST,RAIL/PORT STORAGE,$450.00 ,$594.25 ,$450.00 ,12/8/2021,Y,"$1,947.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
CHZ,DIRECT,DZZZ2173510,CHI,1901449,88,PR,12/23/2021,CR,CHASSIS RENTAL,$18.00 ,$594.25 ,$18.00 ,12/27/2021,Y,"$1,947.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
PD,MSCSC,100001332661P,CHI,1901449,88,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,925.00 ",$594.25 ,"$1,925.00 ",1/7/2022,Y,"$1,947.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755114092,CHI,1901450,99,PR,12/5/2021,RST,RAIL/PORT STORAGE,$750.00 ,$894.04 ,$750.00 ,12/6/2021,Y,"$1,947.50 ",DJSTXIL,12/14/2021,221183,12/6/2021
RST,CN,755130549,CHI,1901544,88,PR,12/16/2021,RST,RAIL/PORT STORAGE,"$1,575.00 ",$616.50 ,"$1,575.00 ",12/20/2021,Y,"$3,002.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,COSCNJ,HOU00048942,CHI,1901544,88,PR,1/17/2022,PD,PER DIEM CHARGES,"$4,585.00 ",$616.50 ,"$4,585.00 ",1/17/2022,Y,"$3,002.50 ",DJSTXIL,02/16/2022,ACH,1/17/2022
CHZ,DIRECT,DZZZ2194012,CHI,1901544,88,PR,1/21/2022,CR,CHASSIS RENTAL,$540.00 ,$616.50 ,$540.00 ,1/25/2022,Y,"$3,002.50 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,CN,755117289,CHI,1901545,99,PR,12/8/2021,RST,RAIL/PORT STORAGE,$200.00 ,$908.77 ,$200.00 ,12/8/2021,Y,"$1,961.25 ",DJSTXIL,12/17/2021,221212,12/8/2021
PD,COSCNJ,HOU00042414,CHI,1901545,99,PR,12/26/2021,PD,PER DIEM CHARGES,"$2,065.00 ",$908.77 ,"$2,065.00 ",12/27/2021,Y,"$1,961.25 ",DJSTXIL,02/03/2022,ACH,12/27/2021
CHZ,DIRECT,DZZZ2205881,CHI,1901545,99,PR,2/4/2022,CR,CHASSIS RENTAL,$18.00 ,$908.77 ,$18.00 ,2/7/2022,Y,"$1,961.25 ",DJSTXIL,02/22/2022,221654,2/7/2022
RST,CN,755131157,CHI,1901548,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$1,450.00 ",$616.50 ,"$1,450.00 ",12/20/2021,Y,"$2,672.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001337492P,CHI,1901548,99,PR,1/5/2022,PD,PER DIEM CHARGES,$405.00 ,$616.50 ,$405.00 ,1/7/2022,Y,"$2,672.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
CHZ,TRACMO,10125411,CHI,1901548,99,PR,1/14/2022,CR,CHASSIS RENTAL,$218.00 ,$616.50 ,$218.00 ,1/18/2022,Y,"$2,672.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755127992,CHI,1901549,88,PR,12/15/2021,RST,RAIL/PORT STORAGE,$525.00 ,$666.50 ,$525.00 ,12/20/2021,Y,"$1,722.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001342353P,CHI,1901549,88,PR,1/7/2022,PD,PER DIEM CHARGES,$725.00 ,$666.50 ,$725.00 ,1/10/2022,Y,"$1,722.50 ",DJSTXIL,02/24/2022,ACH,1/10/2022
RST,CN,755125730,CHI,1901550,88,PR,12/13/2021,RST,RAIL/PORT STORAGE,"$1,000.00 ",$616.50 ,"$1,000.00 ",12/13/2021,Y,"$3,672.50 ",DJSTXIL,12/17/2021,221212,12/13/2021
PD,MSCSC,100001357934P,CHI,1901550,88,PR,1/13/2022,PD,PER DIEM CHARGES,"$2,140.00 ",$616.50 ,"$2,140.00 ",1/14/2022,Y,"$3,672.50 ",DJSTXIL,02/24/2022,ACH,1/14/2022
CHZ,TRACMO,10125411,CHI,1901550,88,PR,1/14/2022,CR,CHASSIS RENTAL,$517.75 ,$616.50 ,$517.75 ,1/18/2022,Y,"$3,672.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
EQC,BNSIL,VIRTUAL CARD,CHI,1901551,99,PB,1/10/2022,FLIP,FLIP CHARGES,$100.00 ,$791.50 ,$100.00 ,1/10/2022,Y,"$2,697.50 ",DJSTXIL,01/10/2022,VIRTUAL CARD,1/25/2022
RST,CN,755124564,CHI,1901551,99,PR,12/12/2021,RST,RAIL/PORT STORAGE,"$1,050.00 ",$791.50 ,"$1,050.00 ",12/13/2021,Y,"$2,697.50 ",DJSTXIL,12/17/2021,221212,12/13/2021
YST,DELONG,001276,CHI,1901551,99,PR,2/2/2022,YST,YARD STORAGE CHARGES,$18.06 ,$791.50 ,$18.06 ,2/8/2022,Y,"$2,697.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
CHZ,FLEMA,15Z14057893,CHI,1901551,99,PR,1/29/2022,CR,CHASSIS RENTAL,$736.25 ,$791.50 ,$736.25 ,3/1/2022,Y,"$2,697.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1901551,99,PR,2/15/2022,CR,CHASSIS RENTAL,$55.25 ,$791.50 ,$55.25 ,3/7/2022,Y,"$2,697.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
CHZ,FLEMA,15Z14066533,CHI,1901551,99,PR,2/28/2022,CR,CHASSIS RENTAL,$280.00 ,$791.50 ,$280.00 ,3/16/2022,Y,"$2,697.50 ",DJSTXIL,03/23/2022,221852,3/16/2022
PD,MSCSC,100001389463P,CHI,1901551,99,PR,2/1/2022,PD,PER DIEM CHARGES,"$5,150.00 ",$791.50 ,"$5,150.00 ",2/2/2022,Y,"$2,697.50 ",DJSTXIL,03/15/2022,ACH,2/2/2022
PD,ONE,UST676284,CHI,1901576,99,PR,12/21/2021,PD,PER DIEM CHARGES,$750.00 ,"$1,036.77 ",$750.00 ,12/21/2021,Y,"$1,571.25 ",DJSTXIL,01/26/2022,ACH,12/21/2021
RST,BNSIL,646618050,CHI,1901586,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$525.00 ,$715.90 ,$525.00 ,12/10/2021,Y,"$1,737.50 ",DJSTXIL,12/17/2021,221213,12/10/2021
YST,DELONG,001276,CHI,1901586,99,PR,2/2/2022,YST,YARD STORAGE CHARGES,$6.02 ,$715.90 ,$6.02 ,2/8/2022,Y,"$1,737.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
PD,MSCSC,100001378697P,CHI,1901586,99,PR,1/28/2022,PD,PER DIEM CHARGES,"$4,720.00 ",$715.90 ,"$4,720.00 ",1/31/2022,Y,"$1,737.50 ",DJSTXIL,03/03/2022,ACH,1/31/2022
RST,BNSIL,646617500,CHI,1901587,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$525.00 ,$715.90 ,$525.00 ,12/10/2021,Y,"$1,712.50 ",DJSTXIL,12/17/2021,221213,12/10/2021
PD,MSCSC,100001333502P,CHI,1901587,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,280.00 ",$715.90 ,"$1,280.00 ",1/7/2022,Y,"$1,712.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,BNSIL,646615193,CHI,1901588,88,PR,12/9/2021,RST,RAIL/PORT STORAGE,$300.00 ,$715.90 ,$300.00 ,12/9/2021,Y,"$1,537.50 ",DJSTXIL,12/17/2021,221213,12/9/2021
YST,DELONG,001206,CHI,1901588,88,PR,1/4/2022,YST,YARD STORAGE CHARGES,$59.70 ,$715.90 ,$59.70 ,1/6/2022,Y,"$1,537.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,MSCSC,100001333499P,CHI,1901588,88,PR,1/5/2022,PD,PER DIEM CHARGES,"$2,140.00 ",$715.90 ,"$2,140.00 ",1/7/2022,Y,"$1,537.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,BNSIL,646615084,CHI,1901589,99,PR,12/9/2021,RST,RAIL/PORT STORAGE,$300.00 ,-$574.10,$300.00 ,12/9/2021,Y,"$1,537.50 ",DJSTXIL,12/17/2021,221213,12/9/2021
YST,DELONG,001206,CHI,1901589,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$59.70 ,-$574.10,$59.70 ,1/6/2022,Y,"$1,537.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,MSCSC,100001326117P,CHI,1901589,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$3,215.00 ",-$574.10,"$3,215.00 ",1/7/2022,Y,"$1,537.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,BNSIL,646614766,CHI,1901590,99,PR,12/9/2021,RST,RAIL/PORT STORAGE,$300.00 ,$815.90 ,$300.00 ,12/9/2021,Y,"$1,662.50 ",DJSTXIL,12/17/2021,221213,12/9/2021
YST,DELONG,001206,CHI,1901590,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$59.70 ,$815.90 ,$59.70 ,1/6/2022,Y,"$1,662.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,MSCSC,100001333493P,CHI,1901590,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$2,140.00 ",$815.90 ,"$2,140.00 ",1/7/2022,Y,"$1,662.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,BNSIL,646614977,CHI,1901591,99,PR,12/9/2021,RST,RAIL/PORT STORAGE,$150.00 ,$715.90 ,$150.00 ,12/9/2021,Y,"$1,387.50 ",DJSTXIL,12/17/2021,221213,12/9/2021
YST,DELONG,001276,CHI,1901591,99,PR,2/2/2022,YST,YARD STORAGE CHARGES,$18.06 ,$715.90 ,$18.06 ,2/8/2022,Y,"$1,387.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
PD,MSCSC,100001378698P,CHI,1901591,99,PR,1/28/2022,PD,PER DIEM CHARGES,"$5,150.00 ",$715.90 ,"$5,150.00 ",1/31/2022,Y,"$1,387.50 ",DJSTXIL,03/03/2022,ACH,1/31/2022
RST,CN,755117148,CHI,1901736,88,PR,12/8/2021,RST,RAIL/PORT STORAGE,"$1,700.00 ",$593.77 ,"$1,700.00 ",12/8/2021,Y,"$3,852.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
PD,COSCNJ,HOU00042414,CHI,1901736,88,PR,12/26/2021,PD,PER DIEM CHARGES,"$1,705.00 ",$593.77 ,"$1,705.00 ",12/27/2021,Y,"$3,852.50 ",DJSTXIL,02/03/2022,ACH,12/27/2021
CHZ,DIRECT,DZZZ2163496,CHI,1901736,88,PR,12/10/2021,CR,CHASSIS RENTAL,$54.00 ,$593.77 ,$54.00 ,12/13/2021,Y,"$3,852.50 ",DJSTXIL,12/28/2021,221276,12/13/2021
CHZ,DIRECT,DZZZ2178408,CHI,1901736,88,PR,12/30/2021,CR,CHASSIS RENTAL,$270.00 ,$593.77 ,$270.00 ,1/3/2022,Y,"$3,852.50 ",DJSTXIL,01/11/2022,221361,1/3/2022
RST,CN,755112584,CHI,1901753,99,PR,12/4/2021,RST,RAIL/PORT STORAGE,$150.00 ,$731.04 ,$150.00 ,12/6/2021,Y,"$1,752.50 ",DJSTXIL,12/14/2021,221183,12/6/2021
CHZ,DIRECT,DZZZ2169650,CHI,1901753,99,PR,12/17/2021,CR,CHASSIS RENTAL,$90.00 ,$731.04 ,$90.00 ,12/27/2021,Y,"$1,752.50 ",DJSTXIL,01/04/2022,221302,12/27/2021
MNR,DIRECT,RS00016295,CHI,1901753,99,PR,12/20/2021,MR,M&R,$619.00 ,$731.04 ,$619.00 ,12/22/2021,Y,"$1,752.50 ",DJSTXIL,01/11/2022,221367,12/22/2021
EQC,,OOLU9922015,CHI,1901754,99,PR,12/23/2021,FLIP,FLIP CHARGES,$100.00 ,$746.50 ,$100.00 ,12/23/2021,Y,"$2,077.50 ",DJSTXIL,12/23/2021,VIRTUAL CARD,12/29/2021
RST,CN,755121536,CHI,1901754,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$746.50 ,$450.00 ,12/10/2021,Y,"$2,077.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001206,CHI,1901754,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$19.90 ,$746.50 ,$19.90 ,1/7/2022,Y,"$2,077.50 ",DJSTXIL,01/11/2022,221369,1/7/2022
CHZ,FLEMA,15Z14057893,CHI,1901754,99,PR,1/29/2022,CR,CHASSIS RENTAL,$546.25 ,$746.50 ,$546.25 ,3/1/2022,Y,"$2,077.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1901754,99,PR,2/15/2022,CR,CHASSIS RENTAL,$21.25 ,$746.50 ,$21.25 ,3/7/2022,Y,"$2,077.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
RST,CN,755121119,CHI,1901755,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$750.00 ,$721.50 ,$750.00 ,12/10/2021,Y,"$2,277.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
