Div ,Carrier ID ,Carrier Ref ,Term,RecNo ,SStat ,MStat,Adj Date ,Adj Code,  -  Desc ,Adj Amt,Deduct Amt,Sett Amt,ToBe Paid ,B ,Bill Amt ,Billed To ,SPaid ,Check #,Recog
PD,HYUNSTX,UST2212361D01,CHI,1902777,99,PR,1/19/2022,PD,PER DIEM CHARGES,"$5,680.00 ",$640.90 ,"$5,680.00 ",1/20/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/20/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902778,99,PR,1/28/2022,CR,CHASSIS RENTAL,$486.00 ,"$1,053.35 ",$486.00 ,2/1/2022,Y,"$1,327.50 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211255D01,CHI,1902778,99,PR,1/12/2022,PD,PER DIEM CHARGES,"$3,965.00 ","$1,053.35 ","$3,965.00 ",1/12/2022,Y,"$1,327.50 ",DJSTXIL,01/25/2022,221505,1/12/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902779,88,PR,2/4/2022,CR,CHASSIS RENTAL,$612.00 ,$640.90 ,$612.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212362D01,CHI,1902779,88,PR,1/19/2022,PD,PER DIEM CHARGES,"$5,680.00 ",$640.90 ,"$5,680.00 ",1/20/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/20/2022
PD,COSCNJ,HOU00052154,CHI,1902797,88,PR,1/23/2022,PD,PER DIEM CHARGES,"$4,585.00 ",$591.50 ,"$4,585.00 ",1/24/2022,Y,"$1,319.00 ",DJSTXIL,02/24/2022,ACH,1/24/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902797,88,PR,1/28/2022,CR,CHASSIS RENTAL,$594.00 ,$591.50 ,$594.00 ,2/1/2022,Y,"$1,319.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
CHZ,DIRECT,DZZZ2194012,CHI,1902798,99,PR,1/21/2022,CR,CHASSIS RENTAL,$234.00 ,$914.25 ,$234.00 ,1/25/2022,Y,"$1,319.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
CHZ,TRACMO,10133092,CHI,1902799,99,PR,2/10/2022,CR,CHASSIS RENTAL,$163.50 ,$643.36 ,$163.50 ,2/16/2022,Y,"$1,185.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
RST,CN,755138907,CHI,1902864,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$375.00 ,$593.77 ,$375.00 ,12/27/2021,Y,"$1,719.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
RST,CN,755138014,CHI,1902865,99,PR,12/22/2021,RST,RAIL/PORT STORAGE,$300.00 ,$593.77 ,$300.00 ,12/22/2021,Y,"$1,644.00 ",DJSTXIL,12/28/2021,221283,12/22/2021
CHZ,DIRECT,DZZZ2200080,CHI,1902865,99,PR,1/28/2022,CR,CHASSIS RENTAL,$558.00 ,$593.77 ,$558.00 ,2/1/2022,Y,"$1,644.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
RST,CN,755139236,CHI,1902866,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$375.00 ,$618.77 ,$375.00 ,12/27/2021,Y,"$1,844.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
CHZ,DIRECT,DZZZ2189035,CHI,1902866,99,PR,1/14/2022,CR,CHASSIS RENTAL,$18.00 ,$618.77 ,$18.00 ,1/18/2022,Y,"$1,844.00 ",DJSTXIL,02/01/2022,221539,1/18/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902866,99,PR,1/28/2022,CR,CHASSIS RENTAL,$558.00 ,$618.77 ,$558.00 ,2/1/2022,Y,"$1,844.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
RST,CN,755139174,CHI,1902867,88,PR,12/23/2021,RST,RAIL/PORT STORAGE,$225.00 ,$618.77 ,$225.00 ,12/27/2021,Y,"$1,569.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
CHZ,DIRECT,DZZZ2205881,CHI,1902867,88,PR,2/4/2022,CR,CHASSIS RENTAL,$612.00 ,$618.77 ,$612.00 ,2/7/2022,Y,"$1,569.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902868,99,PR,1/28/2022,CR,CHASSIS RENTAL,$504.00 ,$640.90 ,$504.00 ,2/1/2022,Y,"$1,185.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211256D01,CHI,1902868,99,PR,1/12/2022,PD,PER DIEM CHARGES,"$4,210.00 ",$640.90 ,"$4,210.00 ",1/12/2022,Y,"$1,185.00 ",DJSTXIL,01/25/2022,221505,1/12/2022
RST,BNSIL,646637720,CHI,1902955,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$300.00 ,$640.90 ,$300.00 ,12/27/2021,Y,"$1,330.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
MNR,DIRECT,RS00016827,CHI,1902955,99,PR,1/25/2022,MR,M&R,$373.27 ,$640.90 ,$373.27 ,1/25/2022,Y,"$1,330.00 ",DJSTXIL,02/22/2022,221647,1/25/2022
PD,MSCSC,100001397272P,CHI,1902955,99,PR,2/3/2022,PD,PER DIEM CHARGES,"$3,645.00 ",$640.90 ,"$3,645.00 ",2/4/2022,Y,"$1,330.00 ",DJSTXIL,03/15/2022,ACH,2/4/2022
RST,BNSIL,646634801,CHI,1902956,88,PR,12/22/2021,RST,RAIL/PORT STORAGE,$150.00 ,$640.90 ,$150.00 ,12/22/2021,Y,"$1,180.00 ",DJSTXIL,01/11/2022,221371,12/22/2021
RST,BNSIL,646640230,CHI,1902957,99,PR,12/24/2021,RST,RAIL/PORT STORAGE,$525.00 ,$618.36 ,$525.00 ,12/27/2021,Y,"$1,580.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
PD,MSCSC,100001427873P,CHI,1902957,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$4,935.00 ",$618.36 ,"$4,935.00 ",2/15/2022,Y,"$1,580.00 ",DJSTXIL,,,2/15/2022
RST,BNSIL,646639679,CHI,1902958,88,PR,12/24/2021,RST,RAIL/PORT STORAGE,$525.00 ,$643.36 ,$525.00 ,12/27/2021,Y,"$1,580.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
PD,MSCSC,100001427874P,CHI,1902958,88,PR,2/14/2022,PD,PER DIEM CHARGES,"$4,935.00 ",$643.36 ,"$4,935.00 ",2/15/2022,Y,"$1,580.00 ",DJSTXIL,,,2/15/2022
RST,CN,755139370,CHI,1902959,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$150.00 ,$593.77 ,$150.00 ,12/27/2021,Y,"$1,494.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
CHZ,DIRECT,DZZZ2239959,CHI,1902959,99,PR,3/18/2022,CR,CHASSIS RENTAL,$576.00 ,$593.77 ,$576.00 ,3/24/2022,Y,"$1,494.00 ",DJSTXIL,,,3/24/2022
RST,CN,755141229,CHI,1902960,99,PR,12/24/2021,RST,RAIL/PORT STORAGE,$375.00 ,$641.50 ,$375.00 ,12/27/2021,Y,"$1,844.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
RST,CN,755140804,CHI,1902961,99,PR,12/24/2021,RST,RAIL/PORT STORAGE,$525.00 ,$936.50 ,$525.00 ,12/27/2021,Y,"$3,033.00 ",DJSTXIL,01/04/2022,221296,12/27/2021
CHZ,DIRECT,DZZZ2194012,CHI,1902962,99,PR,1/21/2022,CR,CHASSIS RENTAL,$450.00 ,"$1,047.50 ",$450.00 ,1/25/2022,Y,"$1,580.25 ",DJSTXIL,02/09/2022,221571,1/25/2022
CHZ,DIRECT,DZZZ2212198,CHI,1902962,99,PR,2/11/2022,CR,CHASSIS RENTAL,$126.00 ,"$1,047.50 ",$126.00 ,2/15/2022,Y,"$1,580.25 ",DJSTXIL,03/01/2022,221692,2/15/2022
RST,BNSIL,646637461,CHI,1902963,88,PR,12/23/2021,RST,RAIL/PORT STORAGE,$300.00 ,$643.36 ,$300.00 ,12/27/2021,Y,"$1,330.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
PD,MSCSC,100001427876P,CHI,1902963,88,PR,2/14/2022,PD,PER DIEM CHARGES,"$5,580.00 ",$643.36 ,"$5,580.00 ",2/15/2022,Y,"$1,330.00 ",DJSTXIL,,,2/15/2022
RST,BNSIL,646637578,CHI,1902964,88,PR,12/23/2021,RST,RAIL/PORT STORAGE,$300.00 ,$643.36 ,$300.00 ,12/27/2021,Y,"$1,330.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
PD,MSCSC,100001427875P,CHI,1902964,88,PR,2/14/2022,PD,PER DIEM CHARGES,"$5,795.00 ",$643.36 ,"$5,795.00 ",2/15/2022,Y,"$1,330.00 ",DJSTXIL,,,2/15/2022
CHZ,TRACMO,10133092,CHI,1902964,88,PR,2/10/2022,CR,CHASSIS RENTAL,$899.25 ,$643.36 ,$899.25 ,2/16/2022,Y,"$1,330.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
PD,MSCSC,100001408830P,CHI,1902965,88,PR,2/8/2022,PD,PER DIEM CHARGES,"$5,150.00 ",$640.90 ,"$5,150.00 ",2/10/2022,Y,"$1,180.00 ",DJSTXIL,,,2/10/2022
RST,BNSIL,646637690,CHI,1902966,99,PR,12/23/2021,RST,RAIL/PORT STORAGE,$300.00 ,$640.90 ,$300.00 ,12/27/2021,Y,"$1,330.00 ",DJSTXIL,01/11/2022,221371,12/27/2021
PD,MSCSC,100001408827P,CHI,1902966,99,PR,2/8/2022,PD,PER DIEM CHARGES,"$4,935.00 ",$640.90 ,"$4,935.00 ",2/10/2022,Y,"$1,330.00 ",DJSTXIL,,,2/10/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902991,99,PR,1/28/2022,CR,CHASSIS RENTAL,$342.00 ,$640.90 ,$342.00 ,2/1/2022,Y,"$1,185.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2210785D01,CHI,1902991,99,PR,1/10/2022,PD,PER DIEM CHARGES,"$1,835.00 ",$640.90 ,"$1,835.00 ",1/11/2022,Y,"$1,185.00 ",DJSTXIL,01/18/2022,221447,1/11/2022
YST,DELONG,001138,CHI,1902992,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,$743.36 ,$30.30 ,2/8/2022,Y,"$1,600.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902992,88,PR,2/4/2022,CR,CHASSIS RENTAL,$522.00 ,$743.36 ,$522.00 ,2/7/2022,Y,"$1,600.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212473D01,CHI,1902992,88,PR,1/21/2022,PD,PER DIEM CHARGES,"$4,285.00 ",$743.36 ,"$4,285.00 ",1/21/2022,Y,"$1,600.00 ",DJSTXIL,02/01/2022,221545,1/21/2022
RST,UPRC,317415708,CHI,1902992,88,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,$743.36 ,$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
CHZ,DIRECT,DZZZ2205881,CHI,1902993,88,PR,2/4/2022,CR,CHASSIS RENTAL,$522.00 ,$643.36 ,$522.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212473D01,CHI,1902993,88,PR,1/21/2022,PD,PER DIEM CHARGES,"$4,285.00 ",$643.36 ,"$4,285.00 ",1/21/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/21/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902994,99,PR,2/4/2022,CR,CHASSIS RENTAL,$558.00 ,$643.36 ,$558.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212473D01,CHI,1902994,99,PR,1/21/2022,PD,PER DIEM CHARGES,"$4,775.00 ",$643.36 ,"$4,775.00 ",1/21/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/21/2022
YST,DELONG,001138,CHI,1902995,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,"$1,066.27 ",$30.30 ,2/8/2022,Y,"$1,600.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2212198,CHI,1902995,99,PR,2/11/2022,CR,CHASSIS RENTAL,$648.00 ,"$1,066.27 ",$648.00 ,2/15/2022,Y,"$1,600.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220378D01,CHI,1902995,99,PR,1/31/2022,PD,PER DIEM CHARGES,"$6,000.00 ","$1,066.27 ","$6,000.00 ",1/31/2022,Y,"$1,600.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
RST,UPRC,317416673,CHI,1902995,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,"$1,066.27 ",$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
CHZ,DIRECT,DZZZ2189035,CHI,1902996,99,PR,1/14/2022,CR,CHASSIS RENTAL,$126.00 ,$740.90 ,$126.00 ,1/18/2022,Y,"$1,600.00 ",DJSTXIL,02/01/2022,221539,1/18/2022
RST,UPRC,317416314,CHI,1902996,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,$740.90 ,$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
YST,DELONG,001138,CHI,1902997,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,"$1,060.90 ",$30.30 ,2/8/2022,Y,"$1,600.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902997,99,PR,1/28/2022,CR,CHASSIS RENTAL,$360.00 ,"$1,060.90 ",$360.00 ,2/1/2022,Y,"$1,600.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211254D01,CHI,1902997,99,PR,1/12/2022,PD,PER DIEM CHARGES,"$2,080.00 ","$1,060.90 ","$2,080.00 ",1/12/2022,Y,"$1,600.00 ",DJSTXIL,01/25/2022,221505,1/12/2022
RST,UPRC,317416672,CHI,1902997,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,"$1,060.90 ",$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
CHZ,DIRECT,DZZZ2205881,CHI,1902998,99,PR,2/4/2022,CR,CHASSIS RENTAL,$504.00 ,$640.90 ,$504.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212360D01,CHI,1902998,99,PR,1/19/2022,PD,PER DIEM CHARGES,"$4,040.00 ",$640.90 ,"$4,040.00 ",1/20/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/20/2022
RST,BNSIL,647651910,CHI,1903000,88,PR,1/3/2022,RST,RAIL/PORT STORAGE,"$2,250.00 ",$740.90 ,"$2,250.00 ",1/3/2022,Y,"$3,860.00 ",DJSTXIL,01/11/2022,221371,1/3/2022
YST,DELONG,001138,CHI,1903000,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$42.42 ,$740.90 ,$42.42 ,2/8/2022,Y,"$3,860.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,TRACMO,10133092,CHI,1903000,88,PR,2/10/2022,CR,CHASSIS RENTAL,$327.00 ,$740.90 ,$327.00 ,2/16/2022,Y,"$3,860.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
PD,YANGTX,DT0299165,CHI,1903000,88,PR,2/6/2022,PD,PER DIEM CHARGES,$850.00 ,$740.90 ,$850.00 ,2/9/2022,Y,"$3,860.00 ",DJSTXIL,03/15/2022,221801,2/9/2022
CHZ,DIRECT,DZZZ2183629,CHI,1903036,88,PR,1/7/2022,CR,CHASSIS RENTAL,$36.00 ,$640.90 ,$36.00 ,1/10/2022,Y,"$1,185.00 ",DJSTXIL,01/18/2022,221450,1/10/2022
YST,DELONG,001138,CHI,1903037,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,"$1,330.90 ",$30.30 ,2/8/2022,Y,"$2,605.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903037,99,PR,1/28/2022,CR,CHASSIS RENTAL,$342.00 ,"$1,330.90 ",$342.00 ,2/1/2022,Y,"$2,605.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211071D01,CHI,1903037,99,PR,1/11/2022,PD,PER DIEM CHARGES,"$1,835.00 ","$1,330.90 ","$1,835.00 ",1/12/2022,Y,"$2,605.00 ",DJSTXIL,01/25/2022,221505,1/12/2022
RST,UPRC,317414638,CHI,1903037,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,"$1,330.90 ",$140.00 ,12/28/2021,Y,"$2,605.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
CHZ,DIRECT,DZZZ2194012,CHI,1903038,99,PR,1/21/2022,CR,CHASSIS RENTAL,$450.00 ,$640.90 ,$450.00 ,1/25/2022,Y,"$1,185.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
PD,HYUNSTX,UST2210803D01,CHI,1903038,99,PR,1/10/2022,PD,PER DIEM CHARGES,"$3,575.00 ",$640.90 ,"$3,575.00 ",1/11/2022,Y,"$1,185.00 ",DJSTXIL,01/18/2022,221447,1/11/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903039,99,PR,1/28/2022,CR,CHASSIS RENTAL,$468.00 ,$910.90 ,$468.00 ,2/1/2022,Y,"$2,190.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211072D01,CHI,1903039,99,PR,1/11/2022,PD,PER DIEM CHARGES,"$3,720.00 ",$910.90 ,"$3,720.00 ",1/12/2022,Y,"$2,190.00 ",DJSTXIL,01/25/2022,221505,1/12/2022
CHZ,DIRECT,DZZZ2189035,CHI,1903040,99,PR,1/14/2022,CR,CHASSIS RENTAL,$288.00 ,$962.90 ,$288.00 ,1/18/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221539,1/18/2022
PD,HYUNSTX,UST2211556D01,CHI,1903040,99,PR,1/13/2022,PD,PER DIEM CHARGES,"$1,270.00 ",$962.90 ,"$1,270.00 ",1/13/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/13/2022
RST,CN,755160377,CHI,1903101,99,PR,1/8/2022,RST,RAIL/PORT STORAGE,$300.00 ,$616.50 ,$300.00 ,1/10/2022,Y,"$1,644.00 ",DJSTXIL,01/18/2022,221441,1/10/2022
YST,DELONG,001138,CHI,1903119,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,$420.45 ,$30.30 ,2/8/2022,Y,"$1,600.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2239959,CHI,1903119,99,PR,3/18/2022,CR,CHASSIS RENTAL,$684.00 ,$420.45 ,$684.00 ,3/24/2022,Y,"$1,600.00 ",DJSTXIL,,,3/24/2022
PD,HYUNSTX,UST2220379D01,CHI,1903119,99,PR,1/31/2022,PD,PER DIEM CHARGES,"$6,490.00 ",$420.45 ,"$6,490.00 ",1/31/2022,Y,"$1,600.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
RST,UPRC,317414628,CHI,1903119,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,$420.45 ,$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
RST,BNSIL,646635144,CHI,1903120,99,PR,12/22/2021,RST,RAIL/PORT STORAGE,$300.00 ,$690.90 ,$300.00 ,12/22/2021,Y,"$1,635.00 ",DJSTXIL,01/11/2022,221371,12/22/2021
CHZ,TRACMO,10125411,CHI,1903120,99,PR,1/14/2022,CR,CHASSIS RENTAL,$27.25 ,$690.90 ,$27.25 ,1/18/2022,Y,"$1,635.00 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,BNSIL,647649104,CHI,1903164,99,PR,12/31/2021,RST,RAIL/PORT STORAGE,"$1,750.00 ",$640.90 ,"$1,750.00 ",1/3/2022,Y,"$3,035.00 ",DJSTXIL,01/11/2022,221371,1/3/2022
CHZ,DIRECT,DZZZ2189035,CHI,1903164,99,PR,1/14/2022,CR,CHASSIS RENTAL,$144.00 ,$640.90 ,$144.00 ,1/18/2022,Y,"$3,035.00 ",DJSTXIL,02/01/2022,221539,1/18/2022
CHZ,TRACMO,10125411,CHI,1903165,99,PR,1/14/2022,CR,CHASSIS RENTAL,$27.25 ,$716.50 ,$27.25 ,1/18/2022,Y,"$1,444.00 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755168186,CHI,1903166,99,PR,1/14/2022,RST,RAIL/PORT STORAGE,$300.00 ,$593.77 ,$300.00 ,1/14/2022,Y,"$1,769.00 ",DJSTXIL,01/18/2022,221441,1/14/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903166,99,PR,1/28/2022,CR,CHASSIS RENTAL,$126.00 ,$593.77 ,$126.00 ,2/1/2022,Y,"$1,769.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
CHZ,DIRECT,DZZZ2205881,CHI,1903166,99,PR,2/4/2022,CR,CHASSIS RENTAL,$36.00 ,$593.77 ,$36.00 ,2/7/2022,Y,"$1,769.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903167,99,PR,1/28/2022,CR,CHASSIS RENTAL,$108.00 ,$591.50 ,$108.00 ,2/1/2022,Y,"$1,319.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903168,99,PR,1/28/2022,CR,CHASSIS RENTAL,$108.00 ,$593.77 ,$108.00 ,2/1/2022,Y,"$1,319.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
YST,DELONG,001138,CHI,1903169,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,$743.36 ,$30.30 ,2/8/2022,Y,"$1,435.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2205881,CHI,1903169,88,PR,2/4/2022,CR,CHASSIS RENTAL,$450.00 ,$743.36 ,$450.00 ,2/7/2022,Y,"$1,435.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212990D01,CHI,1903169,88,PR,1/26/2022,PD,PER DIEM CHARGES,"$3,390.00 ",$743.36 ,"$3,390.00 ",1/26/2022,Y,"$1,435.00 ",DJSTXIL,02/22/2022,221649,1/26/2022
YST,DELONG,001138,CHI,1903170,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$36.36 ,$473.40 ,$36.36 ,2/8/2022,Y,"$1,460.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903170,99,PR,1/28/2022,CR,CHASSIS RENTAL,$234.00 ,$473.40 ,$234.00 ,2/1/2022,Y,"$1,460.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211543D01,CHI,1903170,99,PR,1/13/2022,PD,PER DIEM CHARGES,$550.00 ,$473.40 ,$550.00 ,1/13/2022,Y,"$1,460.00 ",DJSTXIL,02/01/2022,221545,1/13/2022
MNR,INTIND,808447,CHI,1903170,99,PR,1/14/2022,MR,M&R,$535.00 ,$473.40 ,$535.00 ,1/14/2022,Y,"$1,460.00 ",DJSTXIL,01/18/2022,221443,1/14/2022
YST,DELONG,001138,CHI,1903171,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$12.12 ,$743.36 ,$12.12 ,2/8/2022,Y,"$1,525.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2205881,CHI,1903171,88,PR,2/4/2022,CR,CHASSIS RENTAL,$396.00 ,$743.36 ,$396.00 ,2/7/2022,Y,"$1,525.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212990D01,CHI,1903171,88,PR,1/26/2022,PD,PER DIEM CHARGES,"$2,840.00 ",$743.36 ,"$2,840.00 ",1/26/2022,Y,"$1,525.00 ",DJSTXIL,02/22/2022,221649,1/26/2022
RST,UPRC,317541615,CHI,1903171,88,PR,1/4/2022,RST,RAIL/PORT STORAGE,$140.00 ,$743.36 ,$140.00 ,1/5/2022,Y,"$1,525.00 ",DJSTXIL,01/11/2022,221373,1/5/2022
YST,DELONG,001138,CHI,1903172,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$6.06 ,$643.36 ,$6.06 ,2/8/2022,Y,"$1,825.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2212198,CHI,1903172,88,PR,2/11/2022,CR,CHASSIS RENTAL,$360.00 ,$643.36 ,$360.00 ,2/15/2022,Y,"$1,825.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2212990D01,CHI,1903172,88,PR,1/26/2022,PD,PER DIEM CHARGES,"$2,250.00 ",$643.36 ,"$2,250.00 ",1/26/2022,Y,"$1,825.00 ",DJSTXIL,02/22/2022,221649,1/26/2022
RST,UPRC,317569006,CHI,1903172,88,PR,1/5/2022,RST,RAIL/PORT STORAGE,$140.00 ,$643.36 ,$140.00 ,1/5/2022,Y,"$1,825.00 ",DJSTXIL,01/11/2022,221373,1/5/2022
RST,UPRC,317571360,CHI,1903172,88,PR,1/6/2022,RST,RAIL/PORT STORAGE,$140.00 ,$643.36 ,$140.00 ,1/7/2022,Y,"$1,825.00 ",DJSTXIL,01/11/2022,221373,1/7/2022
RST,UPRC,317571363,CHI,1903172,88,PR,1/7/2022,RST,RAIL/PORT STORAGE,$185.00 ,$643.36 ,$185.00 ,1/7/2022,Y,"$1,825.00 ",DJSTXIL,01/18/2022,221442,1/7/2022
YST,DELONG,001138,CHI,1903173,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$12.12 ,$740.90 ,$12.12 ,2/8/2022,Y,"$1,525.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1903173,88,PR,1/28/2022,CR,CHASSIS RENTAL,$180.00 ,$740.90 ,$180.00 ,2/1/2022,Y,"$1,525.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
RST,UPRC,317541616,CHI,1903173,88,PR,1/4/2022,RST,RAIL/PORT STORAGE,$140.00 ,$740.90 ,$140.00 ,1/5/2022,Y,"$1,525.00 ",DJSTXIL,01/11/2022,221373,1/5/2022
CHZ,DIRECT,DZZZ2194012,CHI,1903358,99,PR,1/21/2022,CR,CHASSIS RENTAL,$270.00 ,$889.50 ,$270.00 ,1/25/2022,Y,"$1,319.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
CHZ,DIRECT,DZZZ2205881,CHI,1903359,99,PR,2/4/2022,CR,CHASSIS RENTAL,$378.00 ,$959.77 ,$378.00 ,2/7/2022,Y,"$1,414.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
RST,CN,755160407,CHI,1903758,99,PR,1/8/2022,RST,RAIL/PORT STORAGE,$375.00 ,$620.50 ,$375.00 ,1/10/2022,Y,"$1,719.00 ",DJSTXIL,01/18/2022,221441,1/10/2022
