"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES","CUST_REF"
1937418,"ELBilling","PBI","PBI","SAV","AC","EMCZ076642","MSKU9033280",953,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014842","1542826","MAEUS01366207","MSK",1/30/2023,"0748",1/27/2023,1/31/2023,"0700","0700",,"",,"","",,"","OTDLOGA",2/1/2023,14,2/16/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533658"
1937420,"ELBilling","PBI","PBI","SAV","AC","AIMZ604302","TCLU8333011",1023,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014844","1542825","MAEUS01366206","MSK",1/27/2023,"1119",1/30/2023,1/30/2023,"0800","0800",1/30/2023,"0732",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533670"
1937421,"ELBilling","PBI","PBI","SAV","AC","AIMZ472737","UESU4554610",956,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014851","1542822","MAEUS01366203","MSK",1/30/2023,"0933",1/27/2023,1/31/2023,"0800","0800",,"",,"","",,"","OTDLOGA",2/1/2023,14,2/16/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533674"
1937432,"ELBilling","PBI","PBI","SAV","AC","DCLZ419989","CAIU7477738",1038,5,"CR","CHASSIS RENTAL","E",40,200,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013216","1519721","HDMUSELM46990400","HII",1/23/2023,"1745",1/24/2023,1/24/2023,"2359","2359",1/24/2023,"1200",1/27/2023,"GAPORT","GAPORT",1/27/2023,"","OTDLOGA",1/27/2023,14,2/5/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15514864"
1937433,"ELBilling","PBI","PBI","SAV","AC","DCLZ500136","DRYU9098800",1018,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013154","1517680","HDMUSELM11494100","HII",1/23/2023,"1126",1/24/2023,1/25/2023,"2359","2359",1/25/2023,"0300",,"","",,"","OTDLOGA",1/27/2023,14,2/5/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15514865"
1937437,"ELBilling","PBI","PBI","SAV","AC","FLGZ650101","KOCU4943550",1048,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013171","1517685","HDMUSELM35381800","HII",1/23/2023,"1510",1/24/2023,1/24/2023,"2359","2359",1/24/2023,"1200",,"","",,"","OTDLOGA",1/24/2023,14,2/5/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15515270"
1937439,"ELBilling","PBI","PBI","SAV","AC","TAXZ408240","CAAU6616630",958,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013830","1526126","MAEUS01366238","MSK",1/27/2023,"1309",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533490"
1937440,"ELBilling","PBI","PBI","SAV","AC","TLXZ472341","HASU4529339",947,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013894","1526127","MAEUS01366238","MSK",1/28/2023,"1333",,,"","",,"",,"","",,"","OTDLOGA",2/1/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533495"
1937441,"ELBilling","PBI","PBI","SAV","AC","HRGZ700826","MIEU2005469",1010,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013908","1526128","MAEUS01366238","MSK",1/27/2023,"1905",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533496"
1937442,"ELBilling","PBI","PBI","SAV","AC","APMZ416541","MIEU3070670",1010,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013909","1526129","MAEUS01366238","MSK",1/27/2023,"1430",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533497"
1937443,"ELBilling","PBI","PBI","SAV","AC","TLXZ413437","MRSU3170590",1012,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013914","1526103","MAEUS01366225","MSK",1/30/2023,"0737",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/16/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533498"
1937445,"ELBilling","PBI","PBI","SAV","AC","EMCZ100201","MRSU6447939",1016,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013933","1526105","MAEUS01366227","MSK",1/27/2023,"1028",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533500"
1937447,"ELBilling","PBI","PBI","SAV","AC","MSCZ142880","MSKU1139275",1017,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013940","1526109","MAEUS01366232","MSK",1/30/2023,"0903",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/16/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533502"
1937448,"ELBilling","PBI","PBI","SAV","AC","AIMZ605115","MSKU1857478",1018,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013942","1526106","MAEUS01366228","MSK",1/30/2023,"0905",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/16/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533503"
1937451,"ELBilling","PBI","PBI","SAV","AC","AIMZ470996","SUDU8706121",1022,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013966","1526133","MAEUS01366238","MSK",1/27/2023,"1312",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533507"
1937452,"ELBilling","PBI","PBI","SAV","AC","NEDZ402046","TCKU6741444",1022,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","EDA0013970","1526134","MAEUS01366238","MSK",1/27/2023,"1143",,,"","",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533508"
1937455,"ELBilling","PBI","PBI","SAV","AC","MAEC417475","MRKU4329636",1012,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","LOWBEAL","LOWE'S ADC 3468","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014831","1542827","MAEUS01366208","MSK",1/27/2023,"1443",1/30/2023,1/31/2023,"2359","2359",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533655"
1937456,"ELBilling","PBI","PBI","SAV","AC","CCLZ440545","MRSU5750961",857,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","LOWNEGA","LOWE'S 3375","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014837","1542828","MAEUS01366209","MSK",1/27/2023,"0913",1/27/2023,1/27/2023,"2359","2359",1/27/2023,"1342",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533657"
1937457,"ELBilling","PBI","PBI","SAV","AC","AIMZ471253","TRLU8054588",901,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","Georgia Ports Authority (L738)","LOWNEGA","LOWE'S 3375","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","EDA0014850","1542831","MAEUS01366212","MSK",1/27/2023,"0916",1/30/2023,1/30/2023,"2359","2359",,"",,"","",,"","OTDLOGA",1/31/2023,14,2/15/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15533673"
1937472,"Lineitem","PBI","PBI","ATL","99","APMZ702948","TRHU6739609",1,2,"CR","CHASSIS RENTAL","E",40,80,"","NS - NORFOLK AUSTELL (L690)","MAISUGA","MAINTENANCE SUPPLY HEADQUARTERS","QUARTCA","Quartz Logistics Inc.","QUARTCA","OILAX-22120204","","ONEYSGNCU0299500","ONE",1/25/2023,"0636",1/25/2023,1/25/2023,"0700","0700",1/25/2023,"0700",1/26/2023,"CMCAUGA","CMCAUGA",1/26/2023,"","",1/25/2023,12,2/5/2023,0,0,0,0,0,0,0,0,1/10/2023,1/26/2023,,""
1937481,"Lineitem","PBI","PBI","CHI","99","DCLZ416632","HASU4186414",1,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF LPC Logistics Park (H572)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559421","","","HAP",1/13/2023,"0900",1/13/2023,1/13/2023,"1230","1230",1/13/2023,"1230",1/13/2023,"BN26","BN26",1/13/2023,"","",,5,1/19/2023,0,0,0,0,0,0,0,0,1/10/2023,1/17/2023,,""
1937482,"Lineitem","PBI","PBI","CHI","99","TSXZ461408","TCKU7343152",1,3,"CR","CHASSIS RENTAL","E",40,120,"","UP -GLOBAL 4 (I206)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559433","","","CMA",1/11/2023,"2359",1/13/2023,1/13/2023,"0630","0630",1/13/2023,"0630",1/13/2023,"GLO4","GLO4",1/13/2023,"","",,4,1/16/2023,0,0,0,0,0,0,0,0,1/10/2023,1/17/2023,,""
1937484,"Lineitem","PBI","PBI","CHI","99","APMZ416103","EMCU8740016",2,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF LPC Logistics Park (H572)","IDENIN","INTERNATIONAL DISASTER EMERGENCY","OLUSANY","OL USA LLC","OLUSANY","CLOLX230010","","","EML",1/19/2023,"1130",1/20/2023,1/20/2023,"0900","0900",1/20/2023,"0800",1/20/2023,"NORF79","DELCOIL",1/20/2023,"","",,5,1/25/2023,0,0,0,0,0,0,0,0,1/10/2023,1/27/2023,,""
1937485,"Lineitem","PBI","PBI","CHI","99","TSXZ477387","EGHU8236124",2,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF LPC Logistics Park (H572)","IDENIN","INTERNATIONAL DISASTER EMERGENCY","OLUSANY","OL USA LLC","OLUSANY","CLOLX230010","","","EML",1/19/2023,"0925",1/20/2023,1/20/2023,"0900","0900",1/20/2023,"0800",1/20/2023,"NORF79","DELCOIL",1/20/2023,"","",,5,1/25/2023,0,0,0,0,0,0,0,0,1/10/2023,1/27/2023,,""
1937486,"Lineitem","PBI","PBI","CHI","99","TSXZ630124","HASU4260363",1,2,"CR","CHASSIS RENTAL","E",40,80,"","ILLINOIS TRANSPORT EQUIP C/O MSK","SIBIN","SATELLITE INDUSTRIES","OLUSANY","OL USA LLC","OLUSANY","CLOLX230012","","","SLD",1/16/2023,"0900",1/17/2023,1/17/2023,"1000","1000",1/17/2023,"0930",1/17/2023,"CSX59","REUSECS",1/17/2023,"","",,4,1/19/2023,0,0,0,0,0,0,0,0,1/10/2023,1/18/2023,,""
1937487,"Lineitem","PBI","PBI","CHI","99","OESZ802568","MSKU9245247",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP -GLOBAL 4 (I206)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559436","","","MSK",1/13/2023,"0300",1/13/2023,1/13/2023,"0730","0730",1/13/2023,"0700",1/13/2023,"GLO4","GLO4",1/13/2023,"","",,4,1/18/2023,0,0,0,0,0,0,0,0,1/10/2023,1/17/2023,,""
1937488,"Lineitem","PBI","PBI","CHI","88","DCNZ408520","MSKU0683875",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP -GLOBAL 4 (I206)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559468","","","MSK",1/13/2023,"0300",1/13/2023,1/13/2023,"0700","0700",1/13/2023,"0700",1/13/2023,"GLO4","GLO4",1/13/2023,"","",,4,1/18/2023,0,0,0,0,0,0,0,0,1/10/2023,1/17/2023,,""
1937489,"Lineitem","PBI","PBI","CHI","99","MAEC713988","MSKU8975488",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP -GLOBAL 4 (I206)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559484","","","MSK",1/13/2023,"0300",1/13/2023,1/13/2023,"0700","0700",1/13/2023,"0700",1/13/2023,"GLO4","GLO4",1/13/2023,"","",,4,1/18/2023,0,0,0,0,0,0,0,0,1/10/2023,1/17/2023,,""
1937490,"Lineitem","PBI","PBI","CHI","99","DCNZ400179","HASU4971269",1,2,"CR","CHASSIS RENTAL","E",40,80,"","ILLINOIS TRANSPORT EQUIP C/O MSK","SIBIN","SATELLITE INDUSTRIES","OLUSANY","OL USA LLC","OLUSANY","CLOLX230013","","","SLD",1/16/2023,"0920",1/17/2023,1/17/2023,"1100","1100",1/17/2023,"0930",1/17/2023,"CSX59","REUSECS",1/17/2023,"","",,4,1/19/2023,0,0,0,0,0,0,0,0,1/10/2023,1/18/2023,,""
1937495,"Lineitem","PBI","PBI","CHI","99","TSXZ499485","CIPU5076310",1,2,"CR","CHASSIS RENTAL","E",40,80,"","ILLINOIS TRANSPORT EQUIP C/O MSK","SIBIN","SATELLITE INDUSTRIES","OLUSANY","OL USA LLC","OLUSANY","CLOLX230014","","","SLD",1/17/2023,"2359",1/18/2023,1/18/2023,"1000","1000",1/18/2023,"0900",1/18/2023,"CSX59","REUSECS",1/18/2023,"","",,4,1/20/2023,0,0,0,0,0,0,0,0,1/10/2023,1/19/2023,,""
1937496,"Lineitem","PBI","PBI","MEM","99","TSXZ623476","BSIU9571604",1,2,"CR","CHASSIS RENTAL","E",40,80,"MCZREIN","BNSF MEMPHIS (P486)","RUDTKY","RUDOLPH'S TIRE C/O TURBO TIRE","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22120076","","OOLU2710074220","OOC",1/26/2023,"1704",1/27/2023,1/27/2023,"1000","1000",1/27/2023,"0744",1/27/2023,"BNMEM","BNMEM",1/27/2023,"","",1/28/2023,6,2/2/2023,0,0,0,0,0,0,0,0,1/12/2023,1/27/2023,,""
1937497,"Lineitem","PBI","PBI","MEM","99","TSXZ623476","OOCU7489738",1,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF MEMPHIS (P486)","RUDTKY","RUDOLPH'S TIRE C/O TURBO TIRE","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22120076","","OOLU2710074220","OOC",1/25/2023,"1524",1/26/2023,1/26/2023,"1000","1000",1/26/2023,"0930",1/26/2023,"INTERMO","MCZREIN",1/26/2023,"","",1/27/2023,6,2/1/2023,0,0,0,0,0,0,0,0,1/12/2023,1/27/2023,,""
1937498,"Lineitem","PBI","BRK","HOU","05","AFWC045929","ZCSU6725099",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","BAYPORT CONTAINER TERMINAL (V136)","RGRTX","ROANOKE GGCS","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000509777","ROCEW220000306","ZIMUSIN8134512","ZIM",1/26/2023,"1006",1/27/2023,1/27/2023,"0700","0700",,"",,"","",,"","",1/26/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/13/2023,,,""
1937499,"Lineitem","PBI","BRK","HOU","05","RLTZ400500","ZCSU7520787",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","BAYPORT CONTAINER TERMINAL (V136)","RGRTX","ROANOKE GGCS","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000509778","ROCEW220000306","ZIMUSIN8134512","ZIM",1/26/2023,"1039",1/27/2023,1/27/2023,"0800","0800",,"",,"","",,"","",1/27/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/13/2023,,,""
1937500,"Lineitem","PBI","BRK","HOU","05","RTLZ400037","ZCSU7964420",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","BAYPORT CONTAINER TERMINAL (V136)","RGRTX","ROANOKE GGCS","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000509774","ROCEW220000306","ZIMUSIN8134512","ZIM",1/26/2023,"1227",1/27/2023,1/27/2023,"0900","0900",,"",,"","",,"","",1/27/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/13/2023,,,""
1937501,"Lineitem","PBI","BRK","HOU","05","AFWC415942","ZCSU7377383",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","BAYPORT CONTAINER TERMINAL (V136)","RGRTX","ROANOKE GGCS","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000509775","ROCEW220000306","ZIMUSIN8134512","ZIM",1/26/2023,"1227",1/27/2023,1/27/2023,"1000","1000",,"",,"","",,"","",1/27/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/13/2023,,,""
1937502,"Lineitem","PBI","BRK","HOU","05","AFWC415935","ZCSU6781976",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","BAYPORT CONTAINER TERMINAL (V136)","RGRTX","ROANOKE GGCS","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000509776","ROCEW220000306","ZIMUSIN8134512","ZIM",1/26/2023,"1433",1/27/2023,1/27/2023,"1100","1100",,"",,"","",,"","",1/27/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/13/2023,,,""
1937514,"ELBilling","PBI","PBI","ATL","AC","AIMZ473511","TCLU9409868",756,4,"CR","CHASSIS RENTAL","E",40,160,"","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046239","SDS","MAEUS01308965","MSK",1/13/2023,"2041",1/12/2023,1/16/2023,"0800","0900",1/16/2023,"0838",1/16/2023,"BTTATLG","BTTATLG",1/16/2023,"","PBIGA",1/13/2023,14,2/1/2023,0,0,0,0,0,0,0,0,1/10/2023,1/19/2023,,"15513044"
1937515,"ELBilling","PBI","PBI","ATL","AC","DCSZ704217","CAIU4719170",756,3,"CR","CHASSIS RENTAL","E",40,120,"","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046232","SDS","MAEUS01311579","MSK",1/11/2023,"1437",1/13/2023,1/13/2023,"0900","0900",1/13/2023,"0751",1/13/2023,"NORGA","NORGA",1/13/2023,"","PBIGA",1/11/2023,14,1/30/2023,0,0,0,0,0,0,0,0,1/10/2023,1/16/2023,,"15515574"
1937516,"ELBilling","PBI","PBI","ATL","AC","CCLZ440696","CAXU8072417",756,2,"CR","CHASSIS RENTAL","E",40,80,"","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046233","SDS","MAEUS01308966","MSK",1/11/2023,"1400",1/12/2023,1/12/2023,"0900","0900",1/12/2023,"0810",1/12/2023,"NORGA","NORGA",1/12/2023,"","PBIGA",1/11/2023,14,1/30/2023,0,0,0,0,0,0,0,0,1/10/2023,1/16/2023,,"15515575"
1937517,"ELBilling","PBI","PBI","ATL","AC","TRZZ402959","MRKU3789128",756,3,"CR","CHASSIS RENTAL","E",40,120,"PBIGA","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046235","SDS","MAEUS01308969","MSK",1/11/2023,"1523",1/13/2023,1/13/2023,"0900","0900",1/13/2023,"0849",1/13/2023,"NORGA","NORGA",1/13/2023,"","PBIGA",1/11/2023,14,1/30/2023,0,0,0,0,0,0,0,0,1/10/2023,1/19/2023,,"15515576"
1937518,"ELBilling","PBI","PBI","ATL","AC","NAPZ175003","MRKU5744631",756,3,"CR","CHASSIS RENTAL","E",40,120,"","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046236","SDS","MAEUS01308964","MSK",1/11/2023,"1613",1/13/2023,1/13/2023,"0800","0800",1/13/2023,"0751",1/13/2023,"NORGA","NORGA",1/13/2023,"","PBIGA",1/11/2023,14,1/30/2023,0,0,0,0,0,0,0,0,1/10/2023,1/16/2023,,"15515577"
1937519,"ELBilling","PBI","PBI","ATL","AC","TAXZ489149","MRSU6030396",756,6,"CR","CHASSIS RENTAL","E",40,240,"","CSX FAIRBURN (O083)","BBYSAM","BEST BUY #718 / SAMSUNG","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046238","SDS","MAEUS01308967","MSK",1/11/2023,"1838",1/16/2023,1/16/2023,"0800","0800",1/16/2023,"0735",1/16/2023,"BTTATLG","BTTATLG",1/16/2023,"","PBIGA",1/11/2023,14,1/30/2023,0,0,0,0,0,0,0,0,1/10/2023,1/24/2023,,"15515578"
1937520,"Lineitem","PBI","PBI","MEM","88","PBIZ225641","SEKU6001733",1,2,"CR","CHASSIS RENTAL","E",40,80,"INTERS","GATEWAY GLOBAL LOT (NR1)","ASICSMS","ASICS AMERICA CORP","ASICSCA","ASICS AMERICA CORPORATION","ASICSCA","OERT201732L00608","OERT201732L00608","CMDUCNOE250746","CMA",1/26/2023,"0907",1/26/2023,1/26/2023,"2359","2359",1/26/2023,"0954",1/27/2023,"UPAR","INTERS",1/27/2023,"","",1/27/2023,4,1/31/2023,0,0,0,0,0,0,0,0,1/11/2023,,,""
1937523,"ELBilling","PBI","PBI","ATL","AC","APMZ416257","MRKU3600430",905,14,"CR","CHASSIS RENTAL","E",40,560,"","CSX FAIRBURN (O083)","LOWNEGA","LOWE'S 3375","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046234","SDS","MAEUS01308963","MSK",1/12/2023,"1229",1/12/2023,1/12/2023,"2359","2359",1/12/2023,"1304",1/25/2023,"BTTATLG","BTTATLG",1/25/2023,"","",1/11/2023,14,1/31/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15516047"
1937524,"ELBilling","PBI","PBI","ATL","AC","DCNZ415510","MRSU4132681",905,9,"CR","CHASSIS RENTAL","E",40,360,"","CSX FAIRBURN (O083)","LOWNEGA","LOWE'S 3375","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046237","SDS","MAEUS01308972","MSK",1/12/2023,"1809",1/13/2023,1/13/2023,"2359","2359",1/13/2023,"1351",1/20/2023,"NORGA","NORGA",1/20/2023,"","PBIGA",1/11/2023,14,1/31/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15517458"
1937525,"ELBilling","PBI","PBI","ATL","AC","TLXZ411039","TLLU4901831",905,14,"CR","CHASSIS RENTAL","E",40,560,"","CSX FAIRBURN (O083)","LOWNEGA","LOWE'S 3375","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0046240","SDS","MAEUS01308962","MSK",1/13/2023,"1419",1/13/2023,1/13/2023,"2359","2359",1/13/2023,"1500",1/26/2023,"BTTATLG","BTTATLG",1/26/2023,"","",1/11/2023,14,2/1/2023,0,0,0,0,0,0,0,0,1/10/2023,,,"15516048"
1937535,"Lineitem","PBI","PBI","CHI","99","MCHZ401591","TRHU8107268",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP -GLOBAL 4 (I206)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4559507","","","CMA",1/12/2023,"2359",1/13/2023,1/13/2023,"0730","0730",1/13/2023,"0800",1/13/2023,"GLO4","DELCOIL",1/13/2023,"","",,4,1/17/2023,0,0,0,0,0,0,0,0,1/11/2023,1/17/2023,,""
1937547,"Lineitem","PBI","PBI","ATL","31","APMZ235712","FBIU0076133",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","NS - NORFOLK AUSTELL (L690)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1049743877-2021","RECV LOC 1057","SGN1748428","CMA",1/24/2023,"0732",1/24/2023,1/24/2023,"2359","2359",1/24/2023,"0945",,"","",,"","",1/24/2023,7,1/30/2023,0,0,0,0,0,0,0,0,1/20/2023,,,""
1937548,"Lineitem","PBI","PBI","ATL","31","TLXZ521350","TIIU4292923",1,1,"CR","CHASSIS RENTAL","E",0.05,0.05,"","NS - NORFOLK AUSTELL (L690)","FUTFCGA","FUTURE FORWARDING COMPANY","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1049743877-2021","RECV LOC 1057","SGN1748428","CMA",1/26/2023,"1242",1/26/2023,1/26/2023,"2359","2359",1/26/2023,"1345",,"","",,"","",1/26/2023,7,2/1/2023,0,0,0,0,0,0,0,0,1/20/2023,,,""
