RECNO,BILLTOID,BILLTO,PICKUPDATE,SCHEDPUTIME,BOLNUMBER,CUST_REF,Container No,TERMINAL
1913546,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC07375801,,TCNU303629,CHI
1913620,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM04641400,,TCNU561236,DIT
1908608,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/28/2022,2359,ONEYSZPBW8273901,14383535,TCNU486238,CHI
1912949,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM62546000,,TCNU722991,CHI
1910453,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM33172102,,TCNU634050,CHI
1909841,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMULCHM88713415,14431288,TCNU413086,CHI
1910451,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,TCNU615402,CHI
1910452,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,TCNU615676,CHI
1913105,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TCNU702913,DIT
1910450,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,TCNU612831,CHI
1909842,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713406,14450745,TCNU852452,CHI
1913106,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM96671400,14519691,TCNU731707,DIT
1910454,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14444024,TCNU703735,CHI
1913473,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC32525922,,TCNU485694,CHI
1910455,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM53095407,,TCNU745353,CHI
1910456,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM25264500,,TCNU747762,CHI
1910457,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,TCNU765237,CHI
1911865,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01730700,14432314,TEMU857598,DIT
1912312,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,ONEYSZPC10229600,,TEMU732496,CHI
1913109,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TEMU892346,DIT
1912259,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/26/2022,2359,MAEUS00587855,14449150,TEMU618035,ATL
1911672,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14440869,TEMU642475,DAL
1910460,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881550,,TEMU730888,CHI
1911866,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYSZPBAK433400,14432313,TEMU886250,DIT
1913108,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05790300,,TEMU873069,DIT
1912689,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,ONEYSELC24682703,14459825,TEMU822661,CHI
1913107,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC37448403,,TEMU864217,DIT
1910459,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,TEMU725641,CHI
1910458,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM25264500,,TEMU725285,CHI
1912675,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326220910,,TEMU601563,CHI
1911801,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,,14415268,TEMU605388,DAL
1911679,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,ONEYPKGC02010400,14427967,TGBU517925,CHI
1911678,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,ONEYPKGC02279700,14427968,TGBU440373,CHI
1910979,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/26/2022,2359,THD0880169E,14439379,TGBU654853,ATL
1913068,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,TGBU537404,DAL
1910895,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321103210,14519458,TGBU790072,DAL
1913110,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,TGBU453435,DIT
1913111,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TGBU532545,DIT
1910475,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,TGBU648457,CHI
1912666,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324171760,,TGBU471379,CHI
1912670,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324728380,,TGBU921101,CHI
1912676,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325740454,,TGBU479275,CHI
1910516,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/3/2022,2359,HDMULCHM83622800,14391765,TGBU636082,CHI
1910469,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25529509,,TGBU588977,CHI
1912539,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,ONEYSELC24682701,14459824,TGBU518935,CHI
1908223,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,ONEYSZPBX1457700,14365302,TGBU447450,DIT
1910474,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM78255300,14450520,TGBU648061,CHI
1910473,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14444027,TGBU647800,CHI
1910472,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,TGBU646755,CHI
1910471,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM92425400,,TGBU634471,CHI
1911673,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14519454,TGBU874230,DAL
1912740,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,TGBU528119,DAL
1912951,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,215761360,,TGBU668515,CHI
1912815,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935806,,TGBU615589,CHI
1912308,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM38909600,14446849,TGBU588739,CHI
1912371,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07144300,,TGBU443102,CHI
1910546,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321835419,14440636,TGBU894409,CHI
1912739,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880123B,,TGBU431211,DAL
1912738,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,TGBU414895,DAL
1912701,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377903,,TGBU623671,CHI
1910600,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUKULM89052400,14425286,TGBU646735,DIT
1910548,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM50960101,14391383,TGBU635992,CHI
1910470,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMUSELM56273300,,TGBU633595,CHI
1911495,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,TGBU633208,CHI
1910846,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,ONEYSGNC14057600,14425277,TGBU428565,DIT
1908497,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMUSELM63246100,14374836,TGBU588654,CHI
1908498,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572718,14366969,TGBU635877,CHI
1908499,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572728,14366980,TGBU647175,CHI
1909970,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6323573756,14415269,TGBU795971,CHI
1910847,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,ONEYSGNC14057600,14416681,TGBU530070,DIT
1911496,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,TGBU634458,CHI
1911497,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,TGBU634723,CHI
1913653,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,TGBU635922,CHI
1913652,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM72532000,,TGBU616518,CHI
1908557,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/5/2022,2359,ONEYSZPBBH047501,14401953,TGBU984476,DIT
1911500,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,TGBU635967,CHI
1911605,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPC06470900,14425272,TGBU968732,DIT
1913156,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935807,,TGBU635409,CHI
1913169,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6327672721,,TGBU856821,CHI
1910697,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/27/2022,2359,ONEYSZPC06462301,14453373,TGBU440567,DIT
1907889,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM04641400,14366968,TGBU622260,CHI
1908584,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,ONEYSZPBW7331300,14381382,TGBU453307,CHI
1911498,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/11/2022,2359,ONEYSZPBX1461900,14424983,TGCU19933,DIT
1910023,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324739605,14431064,TGHU623173,CHI
1911676,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,AYN0885962,14424985,TGHU895818,DAL
1909828,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,MAEUS00563353,14419443,TGHU933130,ATL
1911771,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYSELBF9959803,14422021,TLLU455998,ATL
1912819,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,ONEYSELC24682700,14459609,TLLU420585,CHI
1912668,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324171760,,TLLU686311,CHI
1912808,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM86050000,,TLLU581988,CHI
1913472,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011401,,TLLU557851,CHI
1910687,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYPKGC01988600,14425288,TLLU460938,DIT
1912667,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324171760,,TLLU458081,CHI
1910624,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,ONEYSZPBAK432300,14440060,TLLU562144,DIT
1911794,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112E,,TLLU753446,DAL
1910616,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,ONEYPKGB97362600,14439759,TLLU482455,DIT
1910609,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM62350900,14425278,TLLU582152,DIT
1910599,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,HDMUSZPM55487800,14411589,TLLU576827,DIT
1911793,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112C,,TLLU463441,DAL
1912806,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935802,,TLLU581977,CHI
1910681,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYLCBC01831900,14446822,TLLU561669,DIT
1910884,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0872234,14449937,TLLU772990,DAL
1910025,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325329980,,TLLU572848,CHI
1911463,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,ONEYHANB88699400,14446855,TLLU553998,CHI
1913654,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM02381401,,TLLU530100,CHI
1910682,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYLCBC01831900,14446821,TLLU564093,DIT
1910477,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16605000,,TLLU581367,CHI
1913197,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC49044300,,TLLU450676,DIT
1911503,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,TLLU581487,CHI
1910479,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,TLLU583821,CHI
1913198,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,TLLU482643,DIT
1910478,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16605000,,TLLU581742,CHI
1910848,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,ONEYSGNC14057600,14416680,TLLU568162,DIT
1910476,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,TLLU577806,CHI
1911868,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYLCBC01725400,14432311,TLLU572203,DIT
1911867,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01734400,14432312,TLLU566649,DIT
1913202,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC22274600,,TLLU564835,DIT
1913201,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC05086501,,TLLU561694,DIT
1913199,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TLLU547749,DIT
1913200,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TLLU549233,DIT
1912901,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM10438800,,TLLU582018,CHI
1912900,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM04612100,,TLLU528153,CHI
1910945,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48778800,,TLLU806593,ATL
1911501,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,TLLU528010,CHI
1912129,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885825,,TLLU789803,DAL
1912871,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,HDMUSHAM60127300,14451007,TLLU577723,CHI
1910883,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,THD0872215,14449936,TLLU452130,DAL
1912939,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430973,,TLLU424160,DAL
1911502,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,TLLU530362,CHI
1910852,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,ONEYHANC07390500,14463481,TLLU401864,DIT
1913396,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC40974908,,TRHU764660,CHI
1913619,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326722540,,TRHU745333,DAL
1911032,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,THD0880168C,14439383,TRHU605842,ATL
1911772,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880155B,14447243,TRHU802941,ATL
1908558,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,ONEYHANB94911900,14401467,TRHU460470,DIT
1909459,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,ONEYHANB88458400,14416743,TRHU454044,CHI
1911869,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYLCBC01711600,14432310,TRHU454291,DIT
1913470,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011401,,TRHU612899,CHI
1911870,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,ONEYPKGC01991701,14432411,TRHU485207,DIT
1911871,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01727600,14432219,TRHU693789,DIT
1911872,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01726500,14432218,TRHU702865,DIT
1911873,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,ONEYPKGC01991700,14432412,TRHU728041,DIT
1911874,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01728700,14432217,TRHU837959,DIT
1908559,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,ONEYSZPBBH047504,14401954,TRHU742163,DIT
1913471,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC33651300,,TRHU521626,CHI
1913277,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6327107430,,TRHU410010,DAL
1913206,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TRHU765048,DIT
1912820,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,ONEYSELC24682700,14459820,TRHU521770,CHI
1912821,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05277300,,TRHU824412,CHI
1911766,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880158J,14447242,TRHU541523,ATL
1910948,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48808900,,TRHU736367,ATL
1910947,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48810900,,TRHU633408,ATL
1910946,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48784500,,TRHU463767,ATL
1912258,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,AYN0913111,14447244,TRHU856731,ATL
1913207,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TRHU835926,DIT
1912270,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MAEUS00645012,,TRHU400338,ATL
1913205,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TRHU634073,DIT
1913204,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,TRHU513931,DIT
1911987,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPBZ0518600,14429840,TRHU690471,CHI
1910980,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880171H,14439485,TRHU798598,ATL
1911628,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430665,,TRHU546996,DAL
1911988,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPBZ0518600,14429842,TRHU739168,CHI
1913203,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05790300,,TRHU442469,DIT
1910851,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07139700,14503122,TRHU766394,DIT
1911031,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/31/2022,2359,THD0880172C,14439380,TRHU541096,ATL
1911737,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,,14417935,TRHU542147,DAL
1912771,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,TRHU604203,DAL
1912741,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,TRHU649776,DAL
1912376,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07145400,,TRHU825714,CHI
1912375,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07145400,,TRHU722860,CHI
1912374,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07736300,,TRHU594451,CHI
1912373,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07144300,,TRHU561085,CHI
1912372,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07736300,,TRHU542295,CHI
1913283,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0889213,,TRHU724100,CHI
1912742,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,THD0880123A,14504241,TRHU811220,DAL
1912770,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,TRHU542722,DAL
1912271,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MAEUS00645010,,TRHU458566,ATL
1910302,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,CMDUGGZ1627250,,TRHU785384,CHI
1912784,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1647031,,TRHU785650,CHI
1912773,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,TRHU781221,DAL
1912313,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,ONEYSZPC10229600,14502372,TRHU538603,CHI
1913276,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6323713620,,TRHU741474,DAL
1912772,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,TRHU637459,DAL
1912822,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,ONEYSELC24682700,14459821,TRLU760873,CHI
1912254,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048708,,TRLU662568,DIT
1908602,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/12/2022,2359,ONEYHANC00688800,14416742,TRLU744932,CHI
1912257,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,MAEUS00587866,14453838,UESU455345,ATL
1913208,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05790300,,UETU584502,DIT
1910981,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880169D,14439488,UETU567040,ATL
1910238,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,COSU6323458180,14449152,UETU568991,CHI
1908560,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,ONEYSZPBZ4419301,14388877,UETU573944,DIT
1908568,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMUSZPM66978400,14374896,WFHU520060,DIT
1910303,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627340,,XHCU537635,CHI
,,,,,,,,
Note: From table  where UPPER(BILLTOID) LIKE 'SAMSDTX%'.,,,,,,,,
Date: 03/31/2022 14:37,,,,,,,,
