RECNO,BILLTOID,BILLTO,PICKUPDATE,SCHEDPUTIME,BOLNUMBER,CUST_REF,Container No,TERMINAL
1911581,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,HMMU607893,CHI
1911585,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,HMMU629958,CHI
1911584,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,HMMU623527,CHI
1911583,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM28288400,,HMMU621800,CHI
1913634,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM21950200,,HMMU601697,CHI
1910856,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881505,,HMMU648402,CHI
1911582,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HMMU621690,CHI
1911593,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,HMMU645168,CHI
1910734,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HMMU606883,CHI
1910740,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM25264500,,HMMU624441,CHI
1910739,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HMMU622855,CHI
1910738,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881500,14458938,HMMU616900,CHI
1910737,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM62611200,14444583,HMMU616259,CHI
1910736,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16605000,,HMMU610013,CHI
1910735,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HMMU608870,CHI
1910741,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,HMMU624541,CHI
1910733,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM08782901,,HMMU606295,CHI
1910732,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16605000,,HMMU606000,CHI
1910731,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM73432101,,HMMU605445,CHI
1910730,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65246903,,HMMU604657,CHI
1910729,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HMMU603563,CHI
1910728,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,HMMU603173,CHI
1910727,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM36500913,14421690,HMMU602855,CHI
1910756,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HMMU649768,CHI
1910749,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,HMMU639098,CHI
1910755,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM71290801,14450326,HMMU648548,CHI
1910754,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM25264500,,HMMU648371,CHI
1910753,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14443528,HMMU647231,CHI
1910752,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,HMMU644571,CHI
1910751,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,HMMU641997,CHI
1910750,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,HMMU641296,CHI
1910742,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,HMMU625362,CHI
1910748,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM53095412,,HMMU636709,CHI
1910747,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,HMMU635812,CHI
1910746,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,HMMU634891,CHI
1910745,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,HMMU632909,CHI
1910744,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881500,,HMMU629907,CHI
1910743,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM53095401,14450323,HMMU627480,CHI
1910721,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713420,14450745,HMMU604512,CHI
1907990,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572728,14375245,HMMU620743,CHI
1911814,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM91058600,,HMMU632614,CHI
1911815,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM76342500,,HMMU638148,CHI
1907988,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM40018300,14363206,HMMU618811,CHI
1907989,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM3457270E,14346508,HMMU619215,CHI
1907986,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM3457270A,14346507,HMMU617348,CHI
1907991,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM85942200,14346509,HMMU621082,CHI
1907992,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572788,14367470,HMMU621371,CHI
1911816,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM76342500,,HMMU647527,CHI
1907993,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM84032800,14363207,HMMU622838,CHI
1907994,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM40018300,14346510,HMMU625511,CHI
1907995,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM34572768,14346511,HMMU627378,CHI
1907985,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572758,14370828,HMMU617124,CHI
1907984,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM85942200,14366787,HMMU616977,CHI
1907983,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM08899000,14378197,HMMU616164,CHI
1907982,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM85942200,14367269,HMMU614664,CHI
1907981,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM85942200,14371889,HMMU613822,CHI
1907980,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM3457270A,14366786,HMMU612722,CHI
1907979,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572748,14374637,HMMU612704,CHI
1907978,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM85942200,14366785,HMMU610275,CHI
1907977,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM66083900,14375244,HMMU609257,CHI
1907976,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM08899000,14346506,HMMU606369,CHI
1911594,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,HMMU645390,CHI
1913639,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,HMMU644828,CHI
1913638,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM53379800,,HMMU630469,CHI
1911595,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HMMU646140,CHI
1913637,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,HMMU628810,CHI
1913636,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM80665500,,HMMU622086,CHI
1913635,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,HMMU602260,CHI
1911596,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,HMMU648591,CHI
1910685,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSGNC08452800,14425289,KKFU810174,DIT
1910684,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSGNC08452800,14425290,KKFU806641,DIT
1912399,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC17049600,,KKFU753663,ATL
1912961,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC35820700,,KKFU774884,DIT
1912786,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC17037300,,KKFU777408,ATL
1912962,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,KKFU789401,DIT
1912963,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC49044300,,KKFU796090,DIT
1912964,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC05086500,,KKFU797800,DIT
1908553,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,ONEYSZPBZ4419302,14388876,KKFU799794,DIT
1912526,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05145400,,KKFU792322,CHI
1908591,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,ONEYSZPBW7716304,14374921,KKFU778464,DIT
1913540,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC08064400,,KKFU808528,CHI
1913539,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC07401500,,KKFU798990,CHI
1913538,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC07401500,,KKFU744300,CHI
1908605,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,ONEYSZPBW8273903,14383472,KKFU784031,CHI
1910621,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYHANC02396600,14425311,KKFU771853,DIT
1913537,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC05055800,,KKFU793388,CHI
1913478,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011401,,KKFU800373,CHI
1913624,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC40974909,,KKFU794313,CHI
1911993,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,ONEYHANB92967401,14446854,KKFU776422,CHI
1912031,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,ONEYHANB92967400,14446853,KKFU815529,CHI
1911680,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,ONEYPKGC02016300,14427969,KKFU802104,CHI
1913479,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC32525932,,KKFU783965,CHI
1910522,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM15966100,14391783,KOCU453435,CHI
1912943,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM31215100,,KOCU483647,CHI
1913038,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,HDMUSZPM78993000,14463480,KOCU488371,DIT
1912942,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM66521600,,KOCU411020,CHI
1910526,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM08426200,14391787,KOCU502248,CHI
1910525,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM43232500,14391786,KOCU498349,CHI
1910524,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM32782800,14391785,KOCU481658,CHI
1910523,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/5/2022,2359,HDMULCHM10292700,14391784,KOCU469052,CHI
1910586,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMULCHM88713403,,KOCU414949,CHI
1911819,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM73733500,,KOCU472080,CHI
1910521,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM19581100,14391782,KOCU436004,CHI
1910520,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM43947000,14391781,KOCU428352,CHI
1911817,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM33812700,,KOCU415441,CHI
1913625,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM00521800,,KOCU453148,CHI
1910519,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM11430000,14391780,KOCU414485,CHI
1913033,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182801,,KOCU452686,CHI
1912899,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM84113400,,KOCU520422,CHI
1912898,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM16997400,,KOCU438370,CHI
1911818,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM14457700,,KOCU469140,CHI
1913035,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182802,,KOCU490188,CHI
1910533,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM63882900,14391761,KOCU453732,CHI
1912965,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,HDMUSZPM84364700,14462929,KOCU425619,DIT
1912698,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377905,,KOCU405633,CHI
1912699,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377902,,KOCU462351,CHI
1913034,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182801,,KOCU484314,CHI
1910551,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM12037100,14393779,KOCU440656,CHI
1910550,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM01941900,14391763,KOCU525505,CHI
1913036,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935808,,KOCU492398,CHI
1913037,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182803,,KOCU514499,CHI
1910549,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,HDMULCHM04296500,14391398,KOCU439577,CHI
1913716,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,KOCU410429,CHI
1913711,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,KOCU400034,CHI
1913712,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,KOCU402592,CHI
1913713,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,KOCU404512,CHI
1913714,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,KOCU406035,CHI
1913715,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,KOCU407948,CHI
1912948,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM85906400,,KOCU515001,CHI
1912947,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM71964300,,KOCU506766,CHI
1912946,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM73887400,,KOCU443296,CHI
1910527,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM55345700,14391788,KOCU504561,CHI
1913754,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,KOCU431719,CHI
1912803,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935800,,KOCU410139,CHI
1913630,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSHAZ62456200,,KOCU411133,CHI
1913648,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU461346,CHI
1913649,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU467784,CHI
1913651,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU510320,CHI
1911091,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMULCHM49145300,14391375,KOCU409962,CHI
1911742,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,HDMUSHAM27024100,14444630,KOCU472460,CHI
1911092,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMULCHM53024100,14391376,KOCU448226,CHI
1911093,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/8/2022,2359,HDMULCHM99807000,14391377,KOCU449254,CHI
1911807,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMUSZPM69159500,14453374,KOCU447997,DAL
1911094,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/8/2022,2359,HDMULCHM59184300,14391378,KOCU485406,CHI
1911806,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,HDMUSZPM25971600,14428567,KOCU438289,DIT
1911095,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/8/2022,2359,HDMULCHM15989600,14391379,KOCU503157,CHI
1913758,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM04612300,,KOCU415377,CHI
1913645,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU449237,CHI
1913755,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,KOCU430551,CHI
1913646,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU454612,CHI
1913756,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,KOCU422066,CHI
1913757,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,KOCU419994,CHI
1913647,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM96079100,,KOCU459996,CHI
1912807,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM64084700,,KOCU416121,CHI
1912805,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935801,,KOCU461442,CHI
1912804,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935804,,KOCU413178,CHI
1913759,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM99634000,,KOCU411480,CHI
1913760,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM33889500,,KOCU410634,CHI
1910596,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMUSZPM29061900,14411587,KOCU516251,DIT
1912660,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSGNM79013407,14446842,KOCU459551,CHI
1911857,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM72759200,JENNY,KOCU516824,CHI
1913749,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,KOCU458591,CHI
1911856,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSGNM07009307,14423628,KOCU421471,CHI
1913535,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182800,,KOCU400899,CHI
1911821,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM91058600,,KOCU524905,CHI
1913750,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,KOCU455752,CHI
1912661,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSGNM79013407,14446844,KOCU493963,CHI
1911820,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM33812700,,KOCU489858,CHI
1913644,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,KOCU440462,CHI
1913424,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM60807800,,KOCU453832,CHI
1913643,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM67606900,,KOCU403619,CHI
1912276,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM38909600,14446850,KOCU426868,CHI
1911805,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,HDMUSZPM66259600,14428566,KOCU404501,DIT
1912277,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM50590800,14446846,KOCU473900,CHI
1913753,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM50693800,,KOCU431724,CHI
1912305,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM50590800,14446847,KOCU419252,CHI
1913752,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM04612300,,KOCU437043,CHI
1913751,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,KOCU450691,CHI
1913600,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM13852700,,KOCU516755,DIT
1911804,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSZPM72759200,14423629,KOCU441528,CHI
1913602,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM22142900,,KOCU525290,DIT
1911803,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM07009302,14423810,KOCU495182,CHI
1911802,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSGNM07009307,14423811,KOCU511888,CHI
1913601,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM36799600,,KOCU521947,DIT
1912700,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377907,,KOCU482846,CHI
1908386,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM85942200,14375248,KOCU485844,CHI
1911613,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,KOCU419646,CHI
1911611,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,KOCU416426,CHI
1911609,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,KOCU413182,CHI
1911607,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,KOCU404404,CHI
1911606,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,KOCU403022,CHI
1911616,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,KOCU424455,CHI
1908387,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM08899000,14378261,KOCU486789,CHI
1910863,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM16457300,14440628,KOCU409937,CHI
1908388,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM85942200,14375249,KOCU487037,CHI
1910857,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM42960700,,KOCU418119,CHI
1910853,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,HDMUSELM36055200,14462820,KOCU459148,CHI
1908389,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572778,14374815,KOCU487417,CHI
1908383,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572758,14374788,KOCU483375,CHI
1907880,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM35162100,14378262,KOCU496066,CHI
1907881,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM80301200,14346898,KOCU500350,CHI
1907882,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM00247900,14378264,KOCU502310,CHI
1907883,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM26164200,14367265,KOCU503636,CHI
1908382,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572718,14367473,KOCU483090,CHI
1907884,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2358,HDMULCHM73486100,14371881,KOCU511753,CHI
1908384,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMULCHM34572718,14381633,KOCU483742,CHI
1908385,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572778,14374789,KOCU484523,CHI
1911622,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,KOCU427868,CHI
1911620,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,KOCU426525,CHI
1911618,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,KOCU426313,CHI
1907879,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM69429300,14374830,KOCU495365,CHI
1908401,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572708,14374831,KOCU502609,CHI
1908396,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM3457270A,14370885,KOCU494624,CHI
1908397,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572778,14367263,KOCU495906,CHI
1908398,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM3457270C,14367264,KOCU496126,CHI
1908399,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM40018300,14375260,KOCU498083,CHI
1908400,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572758,14366946,KOCU498643,CHI
1908395,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572738,14374829,KOCU494518,CHI
1908470,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM23694900,14366947,KOCU505709,CHI
1908471,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM3457270C,14374832,KOCU506135,CHI
