RECNO ,Ter ,SSL,ID ,Consignee,Container No,Chassis No,,,, EL Bill,,WO #,BOL #,,
1933976,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,KOCU481078,TLXZ-451403,11/17/2022,11/30/2022,11/22/2022,0.00 ,"1,010.00 ","2,940.50 ",EDA0003510,HDMUSELM63665800,11/21/2022
1933977,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,KOCU524575,NAPZ-800725,11/19/2022,12/02/2022,11/29/2022,0.00 ,"1,130.00 ","3,060.50 ",EDA0003513,HDMUSELM23591500,11/26/2022
1933978,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,TCNU790116,TSXZ-657828,11/18/2022,12/01/2022,11/28/2022,0.00 ,"1,010.00 ","2,940.50 ",EDA0003535,HDMUSELM39643300,11/22/2022
1933979,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,NYKU499715,SDSZ-400711,11/18/2022,12/06/2022,12/05/2022,0.00 ,990.00 ,"2,920.50 ",EDA0003952,ONEYSH1HK1022500,11/29/2022
1933980,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,SEGU526598,SDSZ-400602,11/17/2022,12/05/2022,11/28/2022,0.00 ,790.00 ,"2,720.50 ",EDA0003961,ONEYSH1HK1025800,11/22/2022
1933981,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,TRHU632455,SDSZ-400603,11/21/2022,12/05/2022,11/29/2022,0.00 ,670.00 ,"2,600.50 ",EDA0003984,ONEYSH1HK1051700,11/23/2022
1933989,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,SEGU635829,NAPZ-422310,11/17/2022,12/01/2022,11/28/2022,0.00 ,970.00 ,"2,900.50 ",EDA0002557,CMDUSEL1440418,11/19/2022
1933990,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,BMOU402932,SDSZ-400741,11/14/2022,11/17/2022,11/16/2022,0.00 ,780.00 ,"2,710.50 ",EDA0002268,CMDUSEL1440165,11/15/2022
1933991,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,BMOU608103,SDSZ-400599,11/14/2022,11/22/2022,11/15/2022,0.00 ,630.00 ,"2,560.50 ",EDA0002272,CMDUSEL1440235,11/15/2022
1933992,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU443248,SDSZ-400715,11/14/2022,11/22/2022,11/16/2022,0.00 ,630.00 ,"2,560.50 ",EDA0002312,CMDUSEL1440250,11/15/2022
1933993,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU583218,SDSZ-400668,11/14/2022,11/23/2022,11/21/2022,0.00 ,520.00 ,"2,450.50 ",EDA0002315,CMDUSEL1440287,11/16/2022
1933994,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU598968,SDSZ-400622,11/14/2022,11/21/2022,11/16/2022,0.00 ,630.00 ,"2,560.50 ",EDA0002318,CMDUSEL1440293,11/15/2022
1933995,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU620035,SDSZ-400673,11/14/2022,11/23/2022,11/18/2022,0.00 ,630.00 ,"2,560.50 ",EDA0002321,CMDUSEL1440108,11/15/2022
1933996,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU628945,SDSZ-400676,11/14/2022,12/02/2022,12/01/2022,0.00 ,670.00 ,"2,600.50 ",SEA0012880,CMDUSEL1440302,11/16/2022
1934284,ATL,CMA,SAMSDTX,LOWE'S 3375,SEKU604548,TAXZ-477827,11/08/2022,11/17/2022,11/09/2022,0.00 ,400.00 ,"1,075.68 ",SEA0037049,CMDUSEL1443372,11/08/2022
1934285,ATL,ONE,SAMSDTX,LOWE'S 3375,TCLU836827,YMBZ-197735,11/09/2022,11/17/2022,11/11/2022,0.00 ,360.00 ,"1,035.68 ",SEA0034488,ONEYSZPCP3757700,11/09/2022
1934286,ATL,ONE,SAMSDTX,LOWE'S 3375,TRHU730600,MCHZ-400340,11/09/2022,11/14/2022,11/10/2022,0.00 ,240.00 ,915.68 ,SEA0037440,ONEYPKGC42490601,11/09/2022
1934287,ATL,MSK,SAMSDTX,COSTCO DEPOT #1258,MRKU553528,APMZ-412808,11/11/2022,12/09/2022,12/06/2022,0.00 ,"4,444.40 ","5,142.35 ",SEA0037910,MAEUS01171877,11/30/2022
1934288,ATL,MSK,SAMSDTX,COSTCO DEPOT #1258,MSKU991502,ZCSZ-942077,11/10/2022,12/09/2022,12/06/2022,0.00 ,"4,747.20 ","5,445.15 ",SEA0037912,MAEUS01171884,11/30/2022
1934289,ATL,MSK,SAMSDTX,COSTCO DEPOT #1258,TCKU748934,FLXZ-405415,11/11/2022,12/06/2022,12/06/2022,0.00 ,"3,640.80 ","4,338.75 ",SEA0037926,MAEUS01171881,11/30/2022
1934290,ATL,HII,SAMSDTX,BEST BUY #718 / SAMSUNG,CAIU996430,TAXZ-477243,11/14/2022,11/18/2022,,0.00 ,"1,091.25 ","1,878.30 ",SEA0038262,HDMULCHM27352000,11/18/2022
1934291,ATL,HII,SAMSDTX,BEST BUY #718 / SAMSUNG,KOCU408179,TLXZ-427109,11/14/2022,11/16/2022,,0.00 ,420.00 ,"1,207.05 ",SEA0038335,HDMULCHM36648307,11/16/2022
1934292,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TCNU835876,NAPZ-174791,11/11/2022,11/28/2022,11/14/2022,0.00 ,"1,863.45 ","3,006.90 ",SEA0037054,CMDUSEL1444212,11/11/2022
1934293,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU661562,DCLZ-407882,11/11/2022,11/29/2022,11/14/2022,0.00 ,"1,903.45 ","3,046.90 ",SEA0037045,CMDUSEL1444278,11/11/2022
1934294,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU548215,TAXZ-434314,11/09/2022,11/22/2022,11/14/2022,0.00 ,560.00 ,"1,703.45 ",SEA0037043,CMDUSEL1444276,11/09/2022
1934295,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TRHU606731,MCCZ-405196,11/09/2022,11/22/2022,11/14/2022,0.00 ,560.00 ,"1,703.45 ",SEA0037059,CMDUSEL1443093,11/09/2022
1934296,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU895967,FVXZ-708505,11/11/2022,11/30/2022,11/14/2022,0.00 ,"1,943.45 ","3,086.90 ",SEA0037047,CMDUSEL1444280,11/11/2022
1934297,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TCNU238309,FZLZ-994026,11/10/2022,11/23/2022,11/17/2022,0.00 ,"1,703.45 ","2,846.90 ",SEA0036777,CMDUTHD0972909,11/10/2022
1934298,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU884815,HDMZ-403384,11/09/2022,11/18/2022,,0.00 ,400.00 ,"1,543.45 ",SEA0036767,CMDUTHD0972603B,11/09/2022
1934299,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU869114,ACLZ-426204,11/11/2022,12/01/2022,11/14/2022,0.00 ,"1,983.45 ","3,126.90 ",SEA0036763,CMDUTHD0972603E,11/11/2022
1934300,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TCNU540228,NEDZ-401195,11/11/2022,12/01/2022,11/14/2022,0.00 ,"1,983.45 ","3,126.90 ",SEA0037052,CMDUSEL1444274,11/11/2022
1934301,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TRHU661973,CCLZ-440678,11/10/2022,11/28/2022,11/14/2022,0.00 ,"1,903.45 ","3,046.90 ",SEA0037061,CMDUSEL1444265,11/10/2022
1934302,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,DFSU736287,DCLZ-408301,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,703.45 ","2,846.90 ",SEA0037048,CMDUSEL1444279,11/10/2022
1934303,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TRHU614434,FVXZ-707761,11/09/2022,11/21/2022,11/14/2022,0.00 ,520.00 ,"1,663.45 ",SEA0037060,CMDUSEL1443091,11/09/2022
1934304,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TLLU432230,HDMZ-501265,11/11/2022,12/02/2022,,0.00 ,"2,050.40 ","3,193.85 ",SEA0034520,CMDUTHD0976917B,11/11/2022
1934305,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,SEKU453005,HDMZ-410412,11/11/2022,11/30/2022,11/14/2022,0.00 ,"1,943.45 ","3,086.90 ",SEA0034466,CMDUTHD0976909A,11/11/2022
1934306,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,BMOU507276,APMZ-419186,11/09/2022,11/15/2022,11/14/2022,0.00 ,530.00 ,"1,673.45 ",SEA0037038,CMDUSEL1443361,11/09/2022
1934307,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,APHU686130,HDMZ-502878,11/10/2022,11/23/2022,11/15/2022,0.00 ,"1,953.45 ","3,096.90 ",SEA0037037,CMDUSEL1443056,11/10/2022
1934308,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CAIU761806,FLXZ-410998,11/11/2022,11/25/2022,11/17/2022,0.00 ,"1,743.45 ","2,886.90 ",SEA0037041,CMDUSEL1443376,11/11/2022
1934309,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TCNU351667,FVXZ-177417,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,703.45 ","2,846.90 ",SEA0037051,CMDUSEL1443320,11/10/2022
1934310,ATL,HII,SAMSDTX,LOWE'S ADC 3468,HMMU622529,MCHZ-401720,11/15/2022,12/02/2022,11/21/2022,0.00 ,"2,203.45 ","3,346.90 ",SEA0038323,HDMULCHM43918100,11/18/2022
1933997,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU668125,SDSZ-400623,11/14/2022,11/22/2022,11/21/2022,0.00 ,630.00 ,"2,560.50 ",EDA0002326,CMDUSEL1440288,11/15/2022
1934005,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,TRLU736549,SDSZ-400634,11/14/2022,11/21/2022,11/15/2022,0.00 ,"1,149.75 ","1,669.50 ",EDA0006401,CMDUSEL1440444,11/15/2022
1934006,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,TCNU242435,SDSZ-400603,11/14/2022,11/21/2022,11/17/2022,0.00 ,"1,149.75 ","1,669.50 ",EDA0006208,CMDUSEL1440172,11/15/2022
1934007,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,TGCU524193,DCLZ-419989,11/16/2022,11/29/2022,11/22/2022,0.00 ,"1,079.75 ","1,599.50 ",EDA0006209,CMDUSEL1440436,11/17/2022
1934044,ATL,EML,YAM,Tatsumi Intermodal (U.S.A) Inc.,EGHU945406,FLXZ-421046,11/17/2022,11/17/2022,,0.00 ,0.00 ,589.05 ,241965476,,11/17/2022
1934045,ATL,EML,YAM,Tatsumi Intermodal (U.S.A) Inc.,EITU912032,MAEC-654639,11/15/2022,11/15/2022,,0.00 ,0.00 ,589.05 ,241965476,,11/15/2022
1934046,ATL,EML,YAM,Tatsumi Intermodal (U.S.A) Inc.,TGBU689852,NAPZ-185336,11/15/2022,11/15/2022,,0.00 ,0.00 ,589.05 ,241965476,,11/15/2022
1934049,ATL,ONE,ONEVA,MAKITA CORP.,CAIU896717,FLGZ-433204,12/12/2022,12/12/2022,,0.00 ,0.00 ,696.15 ,CHI4557817-CHI33522161,SH0YJ0034400,12/12/2022
1934064,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,BEAU612846,TLXZ-410124,11/03/2022,11/17/2022,11/08/2022,0.00 ,980.00 ,"2,123.45 ",SEA0036755,CMDUTHD0972603C,11/07/2022
1934065,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU865274,NAPZ-185437,11/03/2022,11/09/2022,11/08/2022,0.00 ,660.00 ,"1,803.45 ",SEA0036762,CMDUTHD0972915D,11/07/2022
1934066,ATL,HII,SAMSDTX,LOWE'S ADC 3468,HMMU645985,TLXZ-519492,11/04/2022,11/08/2022,11/07/2022,0.00 ,200.00 ,"1,343.45 ",SEA0034955,HDMUKULM02972300,11/04/2022
1934069,ATL,CMA,COOPMO,COOPER LIGHTING c/o CASS,CMAU791231,YMLZ-420889,12/05/2022,12/28/2022,12/23/2022,960.00 ,"3,160.50 ","4,709.40 ",1048709845-2021,XIA1072726,12/05/2022
1934070,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MSKU645660,FLGZ-447945,11/28/2022,12/12/2022,12/09/2022,1011.24 ,"1,175.00 ","2,683.49 ",1048335815-2021,291608022,11/28/2022
1934071,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MRKU889955,DCNZ-200262,11/29/2022,12/06/2022,12/02/2022,747.50 ,0.00 ,"1,244.75 ",1047785813-2021,291607748,11/29/2022
1934072,ATL,CMA,COOPMO,COOPER LIGHTING c/o CASS,TCNU547852,NEDZ-401905,11/29/2022,12/13/2022,12/12/2022,600.00 ,0.00 ,"1,196.70 ",1048161338-2021,TWN0724879,11/29/2022
1934073,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MRKU031280,YMLZ-426209,11/09/2022,11/28/2022,11/16/2022,800.00 ,"1,175.00 ","2,472.25 ",1048337833-2021,221238690,11/09/2022
1934078,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU750993,TAXZ-477426,11/09/2022,11/10/2022,,80.00 ,0.00 ,"1,844.09 ",DELUS0000497461,ZIMUSIN8132951,11/10/2022
1934079,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU735685,APMZ-406047,11/11/2022,11/16/2022,,240.00 ,0.00 ,"2,004.09 ",DELUS0000497457,ZIMUSIN8132951,11/14/2022
1934080,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU754848,PONZ-457022,11/09/2022,11/15/2022,,240.00 ,0.00 ,"2,004.09 ",DELUS0000497455,ZIMUSIN8132951,11/10/2022
1934081,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU674639,CCLZ-440545,11/10/2022,11/16/2022,,287.50 ,0.00 ,"2,051.59 ",DELUS0000497460,ZIMUSIN8132951,11/11/2022
1934082,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU659170,APLZ-455744,11/10/2022,11/16/2022,,240.00 ,0.00 ,"2,004.09 ",DELUS0000497459,ZIMUSIN8132951,11/11/2022
1934083,SAV,ZIM,SCHECA,SADDLE CREEK CORP / PEPSICO,ZCSU757161,TAXZ-150625,11/10/2022,11/16/2022,,240.00 ,0.00 ,"2,004.09 ",DELUS0000497458,ZIMUSIN8132951,11/11/2022
1934084,SAV,ZIM,SCHECA,SVC LOGISTICS INC,ZCSU767834,DCLZ-500076,11/09/2022,11/16/2022,,320.00 ,0.00 ,"2,125.40 ",DELUS0000497456,ZIMUSIN8132951,11/10/2022
1934085,ATL,HAP,ROARNY,AMWARE LOGISTICS SERVICES INC,UACU374929,TAXZ-215328,11/16/2022,11/18/2022,,605.00 ,0.00 ,"1,051.60 ",1059350,HLCUHAM2209AUMO5,11/16/2022
1934096,ATL,ONE,ONEVA,TATSUMI GATEWAY,NYKU443357,COZZ-461818,11/10/2022,11/11/2022,,0.00 ,0.00 ,586.95 ,CHI4560270-CHI33538947,,11/11/2022
1934097,ATL,ONE,ONEVA,TATSUMI GATEWAY,NYKU477755,POCZ-402246,11/11/2022,11/11/2022,,0.00 ,0.00 ,586.95 ,CHI4560270-CHI33538948,,11/11/2022
1934098,ATL,ONE,ONEVA,TATSUMI GATEWAY,BEAU538265,TNPZ-495683,11/11/2022,11/11/2022,,0.00 ,0.00 ,586.95 ,CHI4560270-CHI33538949,,11/11/2022
1934311,ATL,CMA,SAMSDTX,LOWE'S 3375,TRHU463050,POCZ-401101,11/10/2022,11/23/2022,11/11/2022,0.00 ,"1,235.68 ","1,911.36 ",SEA0037057,CMDUSEL1444207,11/10/2022
1934312,ATL,CMA,SAMSDTX,LOWE'S 3375,TLLU456188,DCNZ-498044,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,235.68 ","1,911.36 ",SEA0037056,CMDUSEL1444271,11/10/2022
1934313,ATL,CMA,SAMSDTX,LOWE'S 3375,TCNU636514,DCSZ-400686,11/11/2022,11/23/2022,11/14/2022,0.00 ,"1,195.68 ","1,871.36 ",SEA0037053,CMDUSEL1443352,11/11/2022
1934314,ATL,CMA,SAMSDTX,LOWE'S 3375,APHU642809,HDMZ-413978,11/10/2022,11/28/2022,11/14/2022,0.00 ,"1,435.68 ","2,111.36 ",SEA0037036,CMDUSEL1444277,11/10/2022
1934315,ATL,CMA,SAMSDTX,LOWE'S 3375,CMAU499980,NAPZ-185871,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,235.68 ","1,911.36 ",SEA0037042,CMDUSEL1444270,11/10/2022
1934316,ATL,CMA,SAMSDTX,LOWE'S 3375,TLLU431607,MSCZ-401722,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,235.68 ","1,911.36 ",SEA0037055,CMDUSEL1444281,11/11/2022
1934317,ATL,CMA,SAMSDTX,LOWE'S 3375,TRHU500721,ZCSZ-964100,11/10/2022,11/23/2022,11/14/2022,0.00 ,"1,235.68 ","1,911.36 ",SEA0037058,CMDUSEL1443362,11/10/2022
1934318,ATL,HII,SAMSDTX,LOWE'S 3375,BMOU516766,APMZ-421063,11/16/2022,11/23/2022,11/18/2022,0.00 ,570.00 ,"1,245.68 ",SEA0038250,HDMULCHM36648306,11/16/2022
1934319,ATL,HII,SAMSDTX,LOWE'S 3375,CAAU504215,DCLZ-419839,11/16/2022,12/01/2022,11/18/2022,0.00 ,640.00 ,"1,315.68 ",SEA0038253,HDMULCHM90600901,11/16/2022
1934320,ATL,HII,SAMSDTX,LOWE'S 3375,HMMU613204,TAXZ-477068,11/15/2022,11/23/2022,11/17/2022,0.00 ,610.00 ,"1,285.68 ",SEA0038689,HDMULCHM90600900,11/15/2022
1934361,ATL,MSC,QUARTNY,TOM FOUTS TIRE,MSDU714769,NAPZ-423052,12/03/2022,12/05/2022,,330.00 ,0.00 ,"1,286.25 ",OINYC-22090289,MEDUIE007410,12/05/2022
1934362,ATL,ONE,OLUSANY,KOYO CORPORATION OF USA,FCIU878337,TAXZ-140511,12/02/2022,12/02/2022,,80.00 ,0.00 ,"1,782.89 ",CHOLX224442,,12/02/2022
1934368,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,TCKU624972,FLXZ-441612,11/11/2022,12/02/2022,11/21/2022,0.00 ,"2,023.45 ","3,166.90 ",SEA0037050,CMDUSEL14433413992,11/11/2022
1934392,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,AMFU878094,SDSZ-400622,11/21/2022,12/08/2022,12/07/2022,0.00 ,870.00 ,"2,800.50 ",EDA0004065,CMDUSEL1448650,11/28/2022
1934394,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,BSIU920787,TLXZ-413437,12/03/2022,12/16/2022,12/08/2022,0.00 ,930.00 ,"2,906.00 ",EDA0004903,HDMUSELM28843200,12/05/2022
1934396,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,BSIU933822,FLXZ-490721,12/03/2022,12/12/2022,12/12/2022,0.00 ,810.00 ,"2,786.00 ",EDA0004905,HDMUSELM10382400,12/06/2022
1934398,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,CAIU441237,SDSZ-400679,11/23/2022,12/06/2022,12/05/2022,0.00 ,870.00 ,"2,800.50 ",EDA0000776,HDMUSELM00269100,11/30/2022
1934400,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,CAIU885013,SDSZ-400726,12/03/2022,12/06/2022,12/06/2022,0.00 ,670.00 ,"2,646.00 ",EDA0004908,ONEYSELCC3596401,12/05/2022
1934402,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU856651,SDSZ-400715,11/22/2022,12/05/2022,12/01/2022,0.00 ,870.00 ,"2,800.50 ",EDA0004090,CMDUSEL1448697,11/29/2022
1934404,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,DFSU623263,SDSZ-400630,12/02/2022,12/09/2022,12/08/2022,0.00 ,710.00 ,"2,686.00 ",EDA0004941,HDMUSELM06592300,12/05/2022
1934405,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,FDCU039074,SDSZ-400640,11/23/2022,12/09/2022,,0.00 ,870.00 ,"2,846.00 ",EDA0000906,ONEYSELCA5663613,12/01/2022
1934407,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,FDCU041475,TRZZ-400293,12/03/2022,12/13/2022,,0.00 ,850.00 ,"2,826.00 ",EDA0004947,ONEYSELCC3596402,12/06/2022
1934408,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,GCXU520026,SDSZ-400608,11/23/2022,12/09/2022,12/01/2022,0.00 ,870.00 ,"2,800.50 ",EDA0000940,ONEYSELCA5663613,11/30/2022
1934409,SAV,ONE,SAMSDTX,NEOVIA LOGISTICS,GCXU539063,APMZ-412423,12/03/2022,12/20/2022,12/07/2022,0.00 ,"1,130.00 ","3,106.00 ",EDA0004952,ONEYSELCC3596404,12/06/2022
1934410,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,HDMU677209,SDSZ-400698,12/02/2022,12/15/2022,12/13/2022,0.00 ,630.00 ,"2,606.00 ",EDA0004954,HDMUSELM65996800,12/06/2022
1934411,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,HMMU607495,SDSZ-400691,12/02/2022,12/14/2022,12/06/2022,0.00 ,710.00 ,"2,686.00 ",EDA0004957,HDMUSELM10497300,12/05/2022
1934412,SAV,HII,SAMSDTX,NEOVIA LOGISTICS,KOCU423093,APMZ-424055,12/03/2022,12/16/2022,12/07/2022,0.00 ,930.00 ,"2,906.00 ",EDA0004965,HDMUSELM46296000,12/05/2022
1934099,ATL,ONE,ONEVA,TATSUMI GATEWAY,ONEU026030,NAPZ-800349,11/11/2022,11/11/2022,,0.00 ,0.00 ,586.95 ,CHI4560270-CHI33538946,,11/11/2022
1934110,ATL,ZIM,LMGWDGA,PUMA EXPRESS FREIGHT SERVICES,TGHU521367,TAXZ-143364,11/14/2022,11/14/2022,,80.00 ,0.00 ,692.00 ,LMGOT-5959,ZIMUSEL71018338,11/14/2022
1934111,ATL,MSK,LMGWDGA,PUMA EXPRESS FREIGHT SERVICES,PONU151490,DFLZ-402588,12/02/2022,12/02/2022,,80.00 ,0.00 ,692.00 ,LMGOT-5960,MAEU221863430,12/02/2022
1934117,ATL,ONE,ONEVA,TATSUMI GATEWAY,TCLU558050,AIMZ-402514,11/07/2022,11/07/2022,,0.00 ,0.00 ,591.25 ,CHI4562596-CHI32077962,,11/07/2022
1934132,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU878443,MSCZ-422521,11/08/2022,11/11/2022,,0.00 ,160.00 ,"1,303.45 ",SEA0036765,CMDUTHD0972603D,11/09/2022
1934133,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU692306,TSXZ-655265,11/08/2022,11/11/2022,,0.00 ,220.00 ,"1,363.45 ",SEA0034322,CMDUTHD0976917A,11/08/2022
1934135,ATL,HII,SAMSDTX,LOWE'S ADC 3468,TCNU510082,TSXZ-620699,12/06/2022,12/15/2022,12/07/2022,0.00 ,460.00 ,"1,630.40 ",SEA0038394,HDMULCHM36648300,12/06/2022
1934136,ATL,HII,SAMSDTX,LOWE'S ADC 3468,TCNU850482,POCZ-401449,12/14/2022,12/22/2022,12/19/2022,0.00 ,870.00 ,"2,040.40 ",SEA0041654,HDMUSELM64575800,12/15/2022
1934137,ATL,HII,SAMSDTX,LOWE'S ADC 3468,BMOU470508,AIMZ-473880,12/16/2022,12/27/2022,12/21/2022,0.00 ,"1,070.00 ","2,240.40 ",SEA0041642,HDMUSELM46835600,12/19/2022
1934138,ATL,HII,SAMSDTX,LOWE'S ADC 3468,CAIU746800,TAXZ-477204,12/22/2022,12/30/2022,12/28/2022,0.00 ,"1,530.40 ","2,700.80 ",SEA0040117,HDMULCHM31904301,12/22/2022
1934139,ATL,HII,SAMSDTX,LOWE'S ADC 3468,CLKU501616,HDMZ-410415,12/27/2022,01/06/2023,12/29/2022,0.00 ,440.00 ,"1,610.40 ",SEA0040127,HDMULCHM31904300,12/27/2022
1934140,ATL,ONE,SAMSDTX,LOWE'S ADC 3468,TLLU460659,YMLZ-425426,12/09/2022,12/19/2022,12/12/2022,0.00 ,440.00 ,"1,610.40 ",SEA0039021,ONEYSZPCR5369302,12/09/2022
1934141,ATL,ONE,SAMSDTX,LOWE'S ADC 3468,TRHU485264,APMZ-700415,11/18/2022,12/02/2022,11/28/2022,0.00 ,"2,123.45 ","3,266.90 ",SEA0037648,ONEYSELCB5543403,11/22/2022
1934142,ATL,ONE,SAMSDTX,LOWE'S ADC 3468,TRHU531232,TSXZ-616160,12/06/2022,12/09/2022,12/07/2022,0.00 ,160.00 ,"1,330.40 ",SEA0036142,ONEYPKGC50331600,12/06/2022
1934162,ATL,CMA,SAMSDTX,LOWE'S 3375,GAOU607604,FLGZ-433315,11/07/2022,11/22/2022,11/08/2022,0.00 ,"1,315.68 ","1,991.36 ",SEA0034357,CMDUTHD0976920B,11/07/2022
1934184,ATL,CMA,SAMSDTX,BEST BUY #718 / SAMSUNG,CMAU924696,TSXZ-615978,11/11/2022,11/15/2022,,0.00 ,"1,266.25 ","2,053.30 ",SEA0037418,CMDUTHD0972910,11/15/2022
1934185,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,SEKU600272,TAXZ-448677,11/07/2022,11/21/2022,11/14/2022,0.00 ,"1,020.00 ","2,163.45 ",SEA0034468,CMDUTHD0976909B,11/12/2022
1934186,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,BEAU475678,HDMZ-409979,11/07/2022,11/18/2022,11/10/2022,0.00 ,800.00 ,"1,943.45 ",SEA0034292,CMDUTHD0976917C,11/08/2022
1934187,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,BEAU608642,TLXZ-464451,11/08/2022,11/23/2022,11/17/2022,0.00 ,"1,140.00 ","2,283.45 ",SEA0034296,CMDUTHD0979111A,11/15/2022
1934188,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU769349,FLXZ-423021,11/08/2022,11/25/2022,11/22/2022,0.00 ,"2,323.45 ","3,466.90 ",SEA0034325,CMDUTHD0979111B,11/21/2022
1934189,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU841302,MCCZ-405251,11/08/2022,12/02/2022,11/17/2022,0.00 ,"2,603.45 ","3,746.90 ",SEA0036760,CMDUTHD0972603A,11/14/2022
1934190,ATL,CMA,SAMSDTX,LOWE'S ADC 3468,CMAU935728,AIMZ-402104,11/09/2022,11/22/2022,11/14/2022,0.00 ,560.00 ,"1,703.45 ",SEA0034341,CMDUTHD0979111C,11/09/2022
1934191,ATL,CMA,SAMSDTX,LOWE'S 3375,CMAU651893,YMLZ-422077,11/08/2022,11/16/2022,11/11/2022,0.00 ,360.00 ,"1,035.68 ",SEA0037416,CMDUTHD0972915E,11/08/2022
1934192,ATL,CMA,SAMSDTX,LOWE'S 3375,CMAU895413,MSCZ-418065,11/08/2022,11/16/2022,11/11/2022,0.00 ,360.00 ,"1,035.68 ",SEA0034333,CMDUTHD0976915A,11/08/2022
1934193,ATL,CMA,SAMSDTX,LOWE'S 3375,CMAU920615,HDMZ-414590,11/08/2022,11/18/2022,11/11/2022,0.00 ,440.00 ,"1,115.68 ",SEA0034336,CMDUTHD0976920A,11/08/2022
1934194,ATL,CMA,SAMSDTX,LOWE'S 3375,CMAU934011,EMCZ-440683,11/08/2022,11/14/2022,11/10/2022,0.00 ,530.00 ,"1,205.68 ",SEA0037419,CMDUTHD0972918B,11/08/2022
