"TERMINAL","RECNO","EL_DIV","EL_PR","EL_DDP","EL_ID","EL_PB","EL_PB_BILL_INFO","EL_TPP","PREFIX_CTNR","CONTAINERNO","ADJAMOUNT","VCC","ORIG_BILLTOID","CONSIGNEE","INV_DATE","DUE_DATE","DELVDATE","INGATEDATE","EMPTY_NOTIFIED","CARRIER_ID","MPA_CARR_REF","PPWK_RECVD","NBA_CHANGE","SPAID","EL_NBA"
"SAV",1912782,"MNR",540,0,0,0,"",0,"MRKU","403817",540,"Y","MAENC","NEOVIA LOGISTICS",4/16/2022,5/16/2022,4/6/2022,4/13/2022,4/7/2022,"DOWNGA","391578",4/18/2022,,5/17/2022,0
"SAV",1912908,"MNR",310.19,0,0,0,"",0,"CAIU","718207",310.19,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",5/6/2022,6/5/2022,4/4/2022,4/8/2022,4/5/2022,"DOWNGA","394037",5/9/2022,,5/31/2022,0
"SAV",1913183,"MNR",635.47,0,0,0,"",0,"FFAU","169462",635.47,"Y","MAENC","NEOVIA LOGISTICS",5/11/2022,6/10/2022,4/5/2022,5/25/2022,5/17/2022,"DOWNGA","394821",5/12/2022,,6/7/2022,0
"SAV",1909271,"MNR",460,0,0,0,"",0,"FSCU","497043",460,"N","HECNY","QEP CO INC / ROBER CAPITAL INC",4/12/2022,5/12/2022,3/22/2022,3/24/2022,,"DOWNGA","390901",4/12/2022,,5/3/2022,0
"SAV",1916356,"MNR",460,0,0,0,"",0,"CAIU","489587",460,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",4/27/2022,5/27/2022,4/27/2022,5/3/2022,4/29/2022,"DOWNGA","394895",5/13/2022,,5/24/2022,0
"SAV",1912748,"PD",800,0,0,0,"",0,"ZCSU","896873",800,"N","HECNY","ELITE COMFORT SOLUTIONS, LLC",5/18/2022,6/17/2022,5/2/2022,5/3/2022,,"ZIM","DSAV1730313379",5/20/2022,,6/15/2022,0
"SAV",1910789,"PD",910,0,0,0,"",0,"MSDU","436838",910,"N","ITGIL","ELO TOUCH SOLUTIONS INC",5/24/2022,6/23/2022,5/2/2022,5/3/2022,,"MSCSC","100001712326P",5/27/2022,,7/13/2022,0
"SAV",1917747,"MNR",475,0,0,0,"",0,"FSCU","723583",475,"N","HAPAGA","STAPLES WHSE #895",6/13/2022,7/13/2022,5/18/2022,5/26/2022,5/19/2022,"DOWNGA","399288",6/14/2022,,,0
"SAV",1918767,"MNR",294.23,0,0,0,"",0,"TLLU","561987",294.23,"Y","ONEVA","NEOVIA LOGISTICS",7/22/2022,8/21/2022,7/13/2022,7/19/2022,7/15/2022,"DOWNGA","404087",7/22/2022,,,0
"SAV",1919631,"MNR",370,0,0,0,"",0,"JXLU","675404",370,"N","SCHECA","SVC LOGISTICS INC",7/22/2022,8/21/2022,6/21/2022,6/21/2022,,"DOWNGA","404449",7/22/2022,,,0
"SAV",1914310,"PD",135,0,0,0,"",0,"FFAU","213564",135,"N","HECNY","QEP CO INC /ROBER CAPITAL INC",5/12/2022,6/11/2022,4/20/2022,4/22/2022,,"MSCSC","100001680621P",5/18/2022,,7/13/2022,0
"SAV",1916464,"MNR",785.84,0,0,0,"",0,"FFAU","219465",785.84,"Y","MEDSC","NEOVIA LOGISTICS",7/8/2022,8/7/2022,7/7/2022,7/19/2022,7/8/2022,"DORSEY","90012541",7/8/2022,,,0
"SAV",1895772,"MNR",160,0,0,0,"",0,"TCLU","794043",160,"Y","ONEVA","NEOVIA LOGISTICS",3/31/2022,4/30/2022,3/15/2022,3/24/2022,3/17/2022,"DOWNGA","389368",3/31/2022,,4/20/2022,0
"SAV",1917417,"MNR",460,0,0,0,"",0,"BMOU","470464",460,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",6/9/2022,7/9/2022,5/10/2022,5/26/2022,5/12/2022,"DOWNGA","397658",6/10/2022,,7/19/2022,0
"SAV",1917437,"MNR",401.97,0,0,0,"",0,"KKFU","775369",401.97,"N","DJSITX","TREDIT TIRE & WHEEL",7/9/2022,8/8/2022,6/6/2022,6/13/2022,,"DOWNGA","400657",7/11/2022,,,0
"SAV",1917519,"MNR",480,0,0,0,"",0,"TCLU","572208",480,"N","DJSITX","TREDIT TIRE & WHEEL",7/9/2022,8/8/2022,6/13/2022,6/16/2022,,"DOWNGA","402781",7/11/2022,,,0
"SAV",1917319,"PD",505,0,0,0,"",0,"MSMU","554896",505,"N","SCHECA","SADDLECREEK WAREHOUSE",6/7/2022,7/7/2022,5/18/2022,5/26/2022,,"MSCSC","100001777682P",6/9/2022,,7/21/2022,0
"SAV",1918818,"MNR",83.3,0,0,0,"",0,"MEDU","896714",83.3,"Y","MEDSC","SAMSUNG ELECTRONICS AMERICA",6/13/2022,7/13/2022,6/13/2022,6/20/2022,6/14/2022,"DORSEY","10100519",6/14/2022,,6/14/2022,0
"SAV",1913367,"PD",300,0,0,0,"",0,"TRHU","613237",300,"N","DJSITX","TREDIT TIRE & WHEEL",5/25/2022,6/24/2022,5/20/2022,5/21/2022,,"ONE","UST821244",5/27/2022,,7/13/2022,0
"SAV",1916139,"PD",300,0,0,0,"",0,"JXLU","780698",300,"N","SCHECA","SVC LOGISTICS INC",5/26/2022,6/25/2022,5/13/2022,5/19/2022,,"ZIM","DSAV1730316589",6/1/2022,,7/13/2022,0
"SAV",1896031,"MNR",335,0,0,0,"",0,"ONEU","033497",335,"Y","ONEVA","NEOVIA LOGISTICS",5/19/2022,6/18/2022,3/21/2022,4/22/2022,4/11/2022,"DOWNGA","394181",5/20/2022,,6/14/2022,0
"SAV",1898949,"MNR",385,0,0,0,"",0,"CAAU","518815",385,"Y","ONEVA","NEOVIA LOGISTICS",4/12/2022,5/12/2022,2/25/2022,5/6/2022,,"DOWNGA","390575",4/12/2022,,5/3/2022,0
"SAV",1905030,"MNR",460,0,0,0,"",0,"FCIU","762732",460,"N","DJSITX","TREDIT TIRE & WHEEL",3/4/2022,4/3/2022,2/2/2022,2/4/2022,,"DOWNGA","386466",3/7/2022,,4/6/2022,0
"SAV",1905528,"MNR",460,0,0,0,"",0,"TRHU","857438",460,"N","SCHECA","SVC LOGISTICS INC",3/2/2022,4/1/2022,2/4/2022,2/8/2022,,"DOWNGA","386157",3/2/2022,,4/6/2022,0
"SAV",1905734,"MNR",460,0,0,0,"",0,"SEGU","648797",460,"Y","CMAVA","NEOVIA LOGISTICS",3/16/2022,4/15/2022,2/1/2022,2/17/2022,2/15/2022,"DOWNGA","387487",3/18/2022,,4/12/2022,0
"SAV",1905853,"MNR",535,0,0,0,"",0,"TRHU","837696",535,"Y","ONEVA","NEOVIA LOGISTICS",3/2/2022,4/1/2022,2/9/2022,3/14/2022,3/10/2022,"DOWNGA","386183",3/2/2022,,4/6/2022,0
"SAV",1908672,"MNR",275,0,0,0,"",0,"BSIU","963145",275,"Y","HYUNTX","NEOVIA LOGISTICS",3/2/2022,4/1/2022,2/21/2022,3/2/2022,2/22/2022,"DOWNGA","385991",3/2/2022,,4/6/2022,0
"SAV",1915847,"PD",790,0,0,0,"",0,"CSNU","813969",790,"N","HECNY","ELITE COMFORT SOLUTIONS, LLC",7/6/2022,8/5/2022,5/31/2022,6/8/2022,,"COSCNJ","HOU00207960",7/6/2022,,,0
"SAV",1907163,"PD",135,0,0,0,"",0,"MSMU","747644",135,"N","SCHECA","SVC LOGISTICS INC",3/24/2022,4/23/2022,2/22/2022,2/25/2022,,"MSCSC","100001525130P",3/25/2022,,4/27/2022,0
"SAV",1917436,"PD",1030,0,0,0,"",0,"TCLU","514269",1030,"N","DJSITX","TREDIT TIRE & WHEEL",6/6/2022,7/6/2022,5/27/2022,6/1/2022,,"HYUNSTX","UST2261321D01",6/7/2022,,6/14/2022,0
"SAV",1917515,"PD",1170,0,0,0,"",0,"TGBU","585789",1170,"N","DJSITX","TREDIT TIRE & WHEEL",6/27/2022,7/27/2022,6/16/2022,6/21/2022,,"HAPAGA","2121181991",6/27/2022,,,0
"SAV",1911708,"PD",150,0,0,0,"",0,"ZCSU","893451",150,"N","HSGLCA","HYOSUNG USA INC",4/14/2022,5/14/2022,3/31/2022,4/1/2022,,"ZIM","DSAV1730297759",4/18/2022,,5/11/2022,0
"SAV",1921104,"PD",1670,0,0,0,"",0,"EISU","933835",1670,"N","HECNY","Q.E.P.",7/1/2022,7/31/2022,6/15/2022,6/21/2022,,"EVERTX","PF2207003862",7/7/2022,,,0
"SAV",1920406,"PD",840,0,0,0,"",0,"FBLU","024758",840,"N","YANGTX3","ACME FURNITURE",7/18/2022,8/17/2022,6/1/2022,6/13/2022,,"YANGTX","DT0308671",7/20/2022,,,0
"SAV",1921287,"PD",150,0,0,0,"",0,"ZCSU","657381",150,"N","SCHECA","SVC LOGISTICS INC",7/8/2022,8/7/2022,6/20/2022,6/22/2022,,"ZIM","DSAV1730325276",7/8/2022,,,0
"SAV",1910794,"PD",135,0,0,0,"",0,"MSDU","436716",135,"N","ITGIL","ELO TOUCH SOLUTIONS INC",5/12/2022,6/11/2022,4/21/2022,4/22/2022,,"MSCSC","100001680623P",5/18/2022,,7/13/2022,0
"SAV",1917435,"PD",1620,0,0,0,"",0,"TCNU","893444",1620,"N","DJSITX","TREDIT TIRE & WHEEL",6/7/2022,7/7/2022,5/31/2022,6/2/2022,,"ZIM","DSAV1730318797",6/9/2022,,7/13/2022,0
"SAV",1921916,"PD",125,0,0,0,"",0,"FCIU","963832",125,"N","HECNY","ELITE COMFORT SOLUTIONS, LLC",7/20/2022,8/19/2022,7/6/2022,7/7/2022,,"COSCNJ","HOU00217209",7/21/2022,,,0
"SAV",1896035,"MNR",535,0,0,0,"",0,"MOTU","672456",535,"Y","ONEVA","NEOVIA LOGISTICS",3/22/2022,4/21/2022,2/21/2022,3/1/2022,2/22/2022,"DOWNGA","388064",3/22/2022,,4/20/2022,0
"SAV",1921292,"PD",300,0,0,0,"",0,"ZCSU","756386",300,"N","SCHECA","SADDLECREEK WAREHOUSE",7/8/2022,8/7/2022,6/16/2022,6/22/2022,,"ZIM","DSAV1730325236",7/8/2022,,,0
"SAV",1921288,"PD",150,0,0,0,"",0,"ZCSU","738857",150,"N","SCHECA","SVC LOGISTICS INC",7/8/2022,8/7/2022,6/17/2022,6/22/2022,,"ZIM","DSAV1730325237",7/8/2022,,,0
"SAV",1905192,"MNR",460,0,0,0,"",0,"DRYU","203320",460,"N","ROARNY","CASESTACK",3/2/2022,4/1/2022,2/17/2022,2/19/2022,,"DOWNGA","386129",3/2/2022,,4/6/2022,0
"SAV",1905551,"MNR",460,0,0,0,"",0,"CMAU","841888",460,"N","SCHECA","SVC LOGISTICS INC",3/4/2022,4/3/2022,2/2/2022,2/4/2022,,"DOWNGA","386490",3/7/2022,,4/6/2022,0
"SAV",1908226,"MNR",460,0,0,0,"",0,"CMAU","693651",460,"N","SCHECA","SVC LOGISTICS INC",3/21/2022,4/20/2022,2/24/2022,2/26/2022,,"DOWNGA","387626",3/22/2022,,4/20/2022,0
"SAV",1909910,"MNR",720,0,0,0,"",0,"TCLU","893862",720,"N","KUENAPA","DRUG PLASTICS & GLASS CO., INC",4/1/2022,5/1/2022,3/14/2022,3/15/2022,,"DOWNGA","389600",4/4/2022,,4/26/2022,0
"SAV",1916962,"PD",5400,0,0,0,"",0,"NYKU","489702",5400,"Y","ONEVA","LOWE'S ADC 3374",7/18/2022,8/17/2022,6/10/2022,7/12/2022,6/14/2022,"ONE","UST863535",7/20/2022,,,0
"SAV",1915849,"PD",135,0,0,0,"",0,"CAIU","771797",135,"N","HECNY","QEP CO INC /ROBER CAPITAL INC",5/26/2022,6/25/2022,5/10/2022,5/11/2022,,"MSCSC","100001727742P",5/31/2022,,7/13/2022,0
"SAV",1914971,"PD",170,0,0,0,"",0,"SEGU","274393",170,"N","ITGIL","TRIANGLE FASTENER CORP",5/23/2022,6/22/2022,5/2/2022,5/5/2022,,"YANGTX","DT0306104",5/24/2022,,7/13/2022,0
"SAV",1914309,"PD",135,0,0,0,"",0,"CAIU","905006",135,"N","HECNY","QEP CO INC /ROBER CAPITAL INC",5/12/2022,6/11/2022,4/19/2022,4/22/2022,,"MSCSC","100001680619P",5/18/2022,,7/13/2022,0
"SAV",1915851,"PD",260,0,0,0,"",0,"GAOU","630818",260,"N","HECNY","QEP CO INC /ROBER CAPITAL INC",6/1/2022,7/1/2022,5/17/2022,5/21/2022,,"EVERTX","PF2206003359",6/2/2022,,7/12/2022,0
"SAV",1915041,"PD",300,0,0,0,"",0,"JXLU","784710",300,"N","HECNY","ELITE COMFORT SOLUTIONS, LLC",5/25/2022,6/24/2022,5/5/2022,5/6/2022,,"ZIM","DSAV1730315252",5/27/2022,,7/13/2022,0
"SAV",1916884,"PD",6750,0,0,0,"",0,"GAOU","655504",6750,"Y","ONEVA","NEOVIA LOGISTICS",7/11/2022,8/10/2022,5/3/2022,7/6/2022,,"ONE","UST858328",7/25/2022,,,0
"SAV",1912616,"PD",800,0,0,0,"",0,"ZCSU","770704",800,"N","HECNY","ELITE COMFORT SOLUTIONS, LLC",5/17/2022,6/16/2022,4/26/2022,4/27/2022,,"ZIM","DSAV1730312816",5/17/2022,,6/15/2022,0
"SAV",1910788,"PD",135,0,0,0,"",0,"MSDU","436745",135,"N","ITGIL","ELO TOUCH SOLUTIONS INC",5/12/2022,6/11/2022,4/21/2022,4/22/2022,,"MSCSC","100001680622P",5/18/2022,,7/13/2022,0
